Country,Indicator,Gender,Education_Level,Wealth_Quintile,Residence,Data_Year,Percentage,Data_Source,Happiness_Rank,Country_Code,GDP_PerCapita,Region,Income_Group
Honduras,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2019,36.66938,MICS 2019,55.0,HND,2771.717461,Latin America & Caribbean,Lower middle income
Honduras,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2019,29.18779,MICS 2019,55.0,HND,2771.717461,Latin America & Caribbean,Lower middle income
Honduras,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2019,58.312931,MICS 2019,55.0,HND,2771.717461,Latin America & Caribbean,Lower middle income
Honduras,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2019,49.898331,MICS 2019,55.0,HND,2771.717461,Latin America & Caribbean,Lower middle income
Honduras,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2018,14.86876,UIS,55.0,HND,2771.717461,Latin America & Caribbean,Lower middle income
Honduras,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2018,16.49416,UIS,55.0,HND,2771.717461,Latin America & Caribbean,Lower middle income
Honduras,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2018,38.24275,UIS,55.0,HND,2771.717461,Latin America & Caribbean,Lower middle income
Honduras,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2018,40.69245,UIS,55.0,HND,2771.717461,Latin America & Caribbean,Lower middle income
Honduras,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2018,54.91741,UIS,55.0,HND,2771.717461,Latin America & Caribbean,Lower middle income
Honduras,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2018,60.40761,UIS,55.0,HND,2771.717461,Latin America & Caribbean,Lower middle income
Haiti,Completion rate for children of primary school age,Female,Primary,Total,Total,2017,58.396599,DHS 2016-17,,HTI,1829.593044,Latin America & Caribbean,Lower middle income
Haiti,Completion rate for children of primary school age,Male,Primary,Total,Total,2017,48.747589,DHS 2016-17,,HTI,1829.593044,Latin America & Caribbean,Lower middle income
Haiti,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2017,16.480619,DHS 2016-17,,HTI,1829.593044,Latin America & Caribbean,Lower middle income
Haiti,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2017,17.08531,DHS 2016-17,,HTI,1829.593044,Latin America & Caribbean,Lower middle income
Haiti,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2017,38.157829,DHS 2016-17,,HTI,1829.593044,Latin America & Caribbean,Lower middle income
Haiti,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2017,31.908991,DHS 2016-17,,HTI,1829.593044,Latin America & Caribbean,Lower middle income
Indonesia,Completion rate for children of primary school age,Female,Primary,Total,Total,2017,97.643188,DHS 2017,87.0,IDN,4332.709281,East Asia & Pacific,Lower middle income
Indonesia,Completion rate for children of primary school age,Male,Primary,Total,Total,2017,95.697021,DHS 2017,87.0,IDN,4332.709281,East Asia & Pacific,Lower middle income
Indonesia,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2017,62.74955,DHS 2017,87.0,IDN,4332.709281,East Asia & Pacific,Lower middle income
Indonesia,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2017,63.55323,DHS 2017,87.0,IDN,4332.709281,East Asia & Pacific,Lower middle income
Indonesia,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2017,90.151649,DHS 2017,87.0,IDN,4332.709281,East Asia & Pacific,Lower middle income
Indonesia,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2017,86.010269,DHS 2017,87.0,IDN,4332.709281,East Asia & Pacific,Lower middle income
Indonesia,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2018,7.98367,UIS,87.0,IDN,4332.709281,East Asia & Pacific,Lower middle income
Indonesia,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2018,3.39134,UIS,87.0,IDN,4332.709281,East Asia & Pacific,Lower middle income
Indonesia,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2018,13.53151,UIS,87.0,IDN,4332.709281,East Asia & Pacific,Lower middle income
Indonesia,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2018,18.97771,UIS,87.0,IDN,4332.709281,East Asia & Pacific,Lower middle income
Indonesia,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2018,22.19379,UIS,87.0,IDN,4332.709281,East Asia & Pacific,Lower middle income
Indonesia,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2018,22.84777,UIS,87.0,IDN,4332.709281,East Asia & Pacific,Lower middle income
India,Completion rate for children of primary school age,Female,Primary,Total,Total,2016,91.347,DHS 2015-16,136.0,IND,2256.590409,South Asia,Lower middle income
India,Completion rate for children of primary school age,Male,Primary,Total,Total,2016,91.545998,DHS 2015-16,136.0,IND,2256.590409,South Asia,Lower middle income
India,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2016,39.676998,DHS 2015-16,136.0,IND,2256.590409,South Asia,Lower middle income
India,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2016,46.471001,DHS 2015-16,136.0,IND,2256.590409,South Asia,Lower middle income
India,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2016,79.272003,DHS 2015-16,136.0,IND,2256.590409,South Asia,Lower middle income
India,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2016,82.447998,DHS 2015-16,136.0,IND,2256.590409,South Asia,Lower middle income
India,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2020,4.20897,UIS,136.0,IND,2256.590409,South Asia,Lower middle income
India,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2020,6.42847,UIS,136.0,IND,2256.590409,South Asia,Lower middle income
India,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2020,13.41546,UIS,136.0,IND,2256.590409,South Asia,Lower middle income
India,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2020,16.66883,UIS,136.0,IND,2256.590409,South Asia,Lower middle income
India,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2020,41.208,UIS,136.0,IND,2256.590409,South Asia,Lower middle income
India,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2020,43.41661,UIS,136.0,IND,2256.590409,South Asia,Lower middle income
Iraq,Completion rate for children of primary school age,Female,Primary,Total,Total,2018,73.199997,MICS 2018,107.0,IRQ,4775.377454,Middle East & North Africa,Upper middle income
Iraq,Completion rate for children of primary school age,Male,Primary,Total,Total,2018,77.900002,MICS 2018,107.0,IRQ,4775.377454,Middle East & North Africa,Upper middle income
Iraq,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2018,43.299999,MICS 2018,107.0,IRQ,4775.377454,Middle East & North Africa,Upper middle income
Iraq,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2018,45.200001,MICS 2018,107.0,IRQ,4775.377454,Middle East & North Africa,Upper middle income
Iraq,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2018,46.599998,MICS 2018,107.0,IRQ,4775.377454,Middle East & North Africa,Upper middle income
Iraq,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2018,46.200001,MICS 2018,107.0,IRQ,4775.377454,Middle East & North Africa,Upper middle income
Jordan,Completion rate for children of primary school age,Female,Primary,Total,Total,2018,96.932373,DHS 2017-18,134.0,JOR,4103.258966,Middle East & North Africa,Upper middle income
Jordan,Completion rate for children of primary school age,Male,Primary,Total,Total,2018,96.043388,DHS 2017-18,134.0,JOR,4103.258966,Middle East & North Africa,Upper middle income
Jordan,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2018,63.370548,DHS 2017-18,134.0,JOR,4103.258966,Middle East & North Africa,Upper middle income
Jordan,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2018,48.789242,DHS 2017-18,134.0,JOR,4103.258966,Middle East & North Africa,Upper middle income
Jordan,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2018,87.788094,DHS 2017-18,134.0,JOR,4103.258966,Middle East & North Africa,Upper middle income
Jordan,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2018,86.219414,DHS 2017-18,134.0,JOR,4103.258966,Middle East & North Africa,Upper middle income
Jordan,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2020,20.57892,UIS,134.0,JOR,4103.258966,Middle East & North Africa,Upper middle income
Jordan,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2020,19.60525,UIS,134.0,JOR,4103.258966,Middle East & North Africa,Upper middle income
Jordan,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2020,27.86257,UIS,134.0,JOR,4103.258966,Middle East & North Africa,Upper middle income
Jordan,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2020,27.83603,UIS,134.0,JOR,4103.258966,Middle East & North Africa,Upper middle income
Jordan,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2020,40.67588,UIS,134.0,JOR,4103.258966,Middle East & North Africa,Upper middle income
Jordan,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2020,46.12243,UIS,134.0,JOR,4103.258966,Middle East & North Africa,Upper middle income
Kazakhstan,Completion rate for children of primary school age,Female,Primary,Total,Total,2015,99.900002,MICS 2015,40.0,KAZ,10373.78979,Europe & Central Asia,Upper middle income
Kazakhstan,Completion rate for children of primary school age,Male,Primary,Total,Total,2015,99.800003,MICS 2015,40.0,KAZ,10373.78979,Europe & Central Asia,Upper middle income
Kazakhstan,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2015,95.699997,MICS 2015,40.0,KAZ,10373.78979,Europe & Central Asia,Upper middle income
Kazakhstan,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2015,94.699997,MICS 2015,40.0,KAZ,10373.78979,Europe & Central Asia,Upper middle income
Kazakhstan,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2015,99.699997,MICS 2015,40.0,KAZ,10373.78979,Europe & Central Asia,Upper middle income
Kazakhstan,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2015,99.800003,MICS 2015,40.0,KAZ,10373.78979,Europe & Central Asia,Upper middle income
Kazakhstan,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2020,9.30243,UIS,40.0,KAZ,10373.78979,Europe & Central Asia,Upper middle income
Kazakhstan,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2020,9.90636,UIS,40.0,KAZ,10373.78979,Europe & Central Asia,Upper middle income
Kenya,Completion rate for children of primary school age,Female,Primary,Total,Total,2014,81.599998,DHS 2014,119.0,KEN,2081.799855,Sub-Saharan Africa,Lower middle income
Kenya,Completion rate for children of primary school age,Male,Primary,Total,Total,2014,76.599998,DHS 2014,119.0,KEN,2081.799855,Sub-Saharan Africa,Lower middle income
Kenya,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2014,38.200001,DHS 2014,119.0,KEN,2081.799855,Sub-Saharan Africa,Lower middle income
Kenya,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2014,43.900002,DHS 2014,119.0,KEN,2081.799855,Sub-Saharan Africa,Lower middle income
Kenya,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2014,68.599998,DHS 2014,119.0,KEN,2081.799855,Sub-Saharan Africa,Lower middle income
Kenya,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2014,61.200001,DHS 2014,119.0,KEN,2081.799855,Sub-Saharan Africa,Lower middle income
Kyrgyzstan,Completion rate for children of primary school age,Female,Primary,Total,Total,2018,99.5,MICS 2018,64.0,KGZ,1276.700365,Europe & Central Asia,Lower middle income
Kyrgyzstan,Completion rate for children of primary school age,Male,Primary,Total,Total,2018,99.0,MICS 2018,64.0,KGZ,1276.700365,Europe & Central Asia,Lower middle income
Kyrgyzstan,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2018,84.900002,MICS 2018,64.0,KGZ,1276.700365,Europe & Central Asia,Lower middle income
Kyrgyzstan,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2018,89.099998,MICS 2018,64.0,KGZ,1276.700365,Europe & Central Asia,Lower middle income
Kyrgyzstan,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2018,98.900002,MICS 2018,64.0,KGZ,1276.700365,Europe & Central Asia,Lower middle income
Kyrgyzstan,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2018,99.0,MICS 2018,64.0,KGZ,1276.700365,Europe & Central Asia,Lower middle income
Kyrgyzstan,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2020,0.83754,UIS,64.0,KGZ,1276.700365,Europe & Central Asia,Lower middle income
Kyrgyzstan,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2020,0.19185,UIS,64.0,KGZ,1276.700365,Europe & Central Asia,Lower middle income
Kyrgyzstan,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2020,25.04646,UIS,64.0,KGZ,1276.700365,Europe & Central Asia,Lower middle income
Kyrgyzstan,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2020,29.50435,UIS,64.0,KGZ,1276.700365,Europe & Central Asia,Lower middle income
Cambodia,Completion rate for children of primary school age,Female,Primary,Total,Total,2014,78.800003,DHS 2014,114.0,KHM,1625.23502,East Asia & Pacific,Lower middle income
Cambodia,Completion rate for children of primary school age,Male,Primary,Total,Total,2014,68.199997,DHS 2014,114.0,KHM,1625.23502,East Asia & Pacific,Lower middle income
Cambodia,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2014,19.799999,DHS 2014,114.0,KHM,1625.23502,East Asia & Pacific,Lower middle income
Cambodia,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2014,20.1,DHS 2014,114.0,KHM,1625.23502,East Asia & Pacific,Lower middle income
Cambodia,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2014,38.900002,DHS 2014,114.0,KHM,1625.23502,East Asia & Pacific,Lower middle income
Cambodia,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2014,41.0,DHS 2014,114.0,KHM,1625.23502,East Asia & Pacific,Lower middle income
Cambodia,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2020,11.07261,UIS,114.0,KHM,1625.23502,East Asia & Pacific,Lower middle income
Cambodia,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2020,10.63052,UIS,114.0,KHM,1625.23502,East Asia & Pacific,Lower middle income
Cambodia,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2020,12.10451,UIS,114.0,KHM,1625.23502,East Asia & Pacific,Lower middle income
Cambodia,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2020,17.14824,UIS,114.0,KHM,1625.23502,East Asia & Pacific,Lower middle income
Cambodia,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2020,56.28691,UIS,114.0,KHM,1625.23502,East Asia & Pacific,Lower middle income
Cambodia,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2020,53.84366,UIS,114.0,KHM,1625.23502,East Asia & Pacific,Lower middle income
Kiribati,Completion rate for children of primary school age,Female,Primary,Total,Total,2019,96.451591,MICS 2018-19,,KIR,1606.462514,East Asia & Pacific,Lower middle income
Kiribati,Completion rate for children of primary school age,Male,Primary,Total,Total,2019,92.135643,MICS 2018-19,,KIR,1606.462514,East Asia & Pacific,Lower middle income
Kiribati,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2019,20.356689,MICS 2018-19,,KIR,1606.462514,East Asia & Pacific,Lower middle income
Kiribati,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2019,12.67272,MICS 2018-19,,KIR,1606.462514,East Asia & Pacific,Lower middle income
Kiribati,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2019,88.421783,MICS 2018-19,,KIR,1606.462514,East Asia & Pacific,Lower middle income
Kiribati,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2019,68.84079,MICS 2018-19,,KIR,1606.462514,East Asia & Pacific,Lower middle income
Lao People's Democratic Republic,Completion rate for children of primary school age,Female,Primary,Total,Total,2017,83.314621,MICS 2017,95.0,LAO,2535.623432,East Asia & Pacific,Lower middle income
Lao People's Democratic Republic,Completion rate for children of primary school age,Male,Primary,Total,Total,2017,83.543762,MICS 2017,95.0,LAO,2535.623432,East Asia & Pacific,Lower middle income
Lao People's Democratic Republic,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2017,30.57342,MICS 2017,95.0,LAO,2535.623432,East Asia & Pacific,Lower middle income
Lao People's Democratic Republic,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2017,31.56905,MICS 2017,95.0,LAO,2535.623432,East Asia & Pacific,Lower middle income
Lao People's Democratic Republic,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2017,52.8792,MIC 2017,95.0,LAO,2535.623432,East Asia & Pacific,Lower middle income
Lao People's Democratic Republic,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2017,54.212349,MIC 2017,95.0,LAO,2535.623432,East Asia & Pacific,Lower middle income
Lao People's Democratic Republic,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2020,8.99216,UIS,95.0,LAO,2535.623432,East Asia & Pacific,Lower middle income
Lao People's Democratic Republic,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2020,7.51424,UIS,95.0,LAO,2535.623432,East Asia & Pacific,Lower middle income
Lao People's Democratic Republic,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2020,30.52555,UIS,95.0,LAO,2535.623432,East Asia & Pacific,Lower middle income
Lao People's Democratic Republic,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2020,30.46225,UIS,95.0,LAO,2535.623432,East Asia & Pacific,Lower middle income
Lao People's Democratic Republic,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2020,49.3581,UIS,95.0,LAO,2535.623432,East Asia & Pacific,Lower middle income
Lao People's Democratic Republic,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2020,45.19354,UIS,95.0,LAO,2535.623432,East Asia & Pacific,Lower middle income
Liberia,Completion rate for children of primary school age,Female,Primary,Total,Total,2013,32.599998,DHS 2013,97.0,LBR,675.6631858,Sub-Saharan Africa,Low income
Liberia,Completion rate for children of primary school age,Male,Primary,Total,Total,2013,35.900002,DHS 2013,97.0,LBR,675.6631858,Sub-Saharan Africa,Low income
Liberia,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2013,9.3999996,DHS 2013,97.0,LBR,675.6631858,Sub-Saharan Africa,Low income
Liberia,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2013,18.0,DHS 2013,97.0,LBR,675.6631858,Sub-Saharan Africa,Low income
Liberia,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2013,23.4,DHS 2013,97.0,LBR,675.6631858,Sub-Saharan Africa,Low income
Liberia,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2013,29.0,DHS 2013,97.0,LBR,675.6631858,Sub-Saharan Africa,Low income
Liberia,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2017,21.0684,UIS,97.0,LBR,675.6631858,Sub-Saharan Africa,Low income
Liberia,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2017,21.63903,UIS,97.0,LBR,675.6631858,Sub-Saharan Africa,Low income
Liberia,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2014,25.67108,UIS,97.0,LBR,675.6631858,Sub-Saharan Africa,Low income
Liberia,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2014,17.02007,UIS,97.0,LBR,675.6631858,Sub-Saharan Africa,Low income
Liberia,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2014,31.10813,UIS,97.0,LBR,675.6631858,Sub-Saharan Africa,Low income
Liberia,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2014,20.06859,UIS,97.0,LBR,675.6631858,Sub-Saharan Africa,Low income
Saint Lucia,Completion rate for children of primary school age,Female,Primary,Total,Total,2012,99.0,MICS 2012,,LCA,9414.226231,Latin America & Caribbean,Upper middle income
Saint Lucia,Completion rate for children of primary school age,Male,Primary,Total,Total,2012,99.199997,MICS 2012,,LCA,9414.226231,Latin America & Caribbean,Upper middle income
Saint Lucia,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2012,89.699997,MICS 2012,,LCA,9414.226231,Latin America & Caribbean,Upper middle income
Saint Lucia,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2012,69.599998,MICS 2012,,LCA,9414.226231,Latin America & Caribbean,Upper middle income
Saint Lucia,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2012,98.143753,MICS 2012,,LCA,9414.226231,Latin America & Caribbean,Upper middle income
Saint Lucia,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2012,85.487099,MICS 2012,,LCA,9414.226231,Latin America & Caribbean,Upper middle income
Saint Lucia,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2020,0.58247,UIS,,LCA,9414.226231,Latin America & Caribbean,Upper middle income
Saint Lucia,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2020,5.83989,UIS,,LCA,9414.226231,Latin America & Caribbean,Upper middle income
Saint Lucia,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2020,9.52108,UIS,,LCA,9414.226231,Latin America & Caribbean,Upper middle income
Saint Lucia,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2020,8.71031,UIS,,LCA,9414.226231,Latin America & Caribbean,Upper middle income
Saint Lucia,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2020,18.67188,UIS,,LCA,9414.226231,Latin America & Caribbean,Upper middle income
Saint Lucia,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2020,14.3188,UIS,,LCA,9414.226231,Latin America & Caribbean,Upper middle income
Sri Lanka,Completion rate for children of primary school age,Female,Primary,Total,Total,2016,99.392143,DHS 2016,127.0,LKA,4013.687657,South Asia,Lower middle income
Sri Lanka,Completion rate for children of primary school age,Male,Primary,Total,Total,2016,98.521729,DHS 2016,127.0,LKA,4013.687657,South Asia,Lower middle income
Sri Lanka,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2016,42.653061,DHS 2016,127.0,LKA,4013.687657,South Asia,Lower middle income
Sri Lanka,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2016,32.289532,DHS 2016,127.0,LKA,4013.687657,South Asia,Lower middle income
Sri Lanka,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2016,96.285141,DHS 2016,127.0,LKA,4013.687657,South Asia,Lower middle income
Sri Lanka,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2016,93.983772,DHS 2016,127.0,LKA,4013.687657,South Asia,Lower middle income
Sri Lanka,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2014,3.47033,UIS,127.0,LKA,4013.687657,South Asia,Lower middle income
Sri Lanka,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2014,1.69921,UIS,127.0,LKA,4013.687657,South Asia,Lower middle income
Sri Lanka,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2018,0.11397,UIS,127.0,LKA,4013.687657,South Asia,Lower middle income
Sri Lanka,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2018,0.14894,UIS,127.0,LKA,4013.687657,South Asia,Lower middle income
Sri Lanka,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2018,13.49414,UIS,127.0,LKA,4013.687657,South Asia,Lower middle income
Sri Lanka,Out-of-school rate for youth of upper secondary school age,Male,Upper Secondary,Not Available,Not Available,2018,18.08832,UIS,127.0,LKA,4013.687657,South Asia,Lower middle income
Lesotho,Completion rate for children of primary school age,Female,Primary,Total,Total,2018,91.800003,MICS 2018,141.0,LSO,1094.098185,Sub-Saharan Africa,Lower middle income
Lesotho,Completion rate for children of primary school age,Male,Primary,Total,Total,2018,68.599998,MICS 2018,141.0,LSO,1094.098185,Sub-Saharan Africa,Lower middle income
Lesotho,Completion rate for youth of upper secondary education school age,Female,Upper Secondary,Not Available,Not Available,2018,36.900002,MICS 2018,141.0,LSO,1094.098185,Sub-Saharan Africa,Lower middle income
Lesotho,Completion rate for youth of upper secondary education school age,Male,Upper Secondary,Not Available,Not Available,2018,26.700001,MICS 2018,141.0,LSO,1094.098185,Sub-Saharan Africa,Lower middle income
Lesotho,Completion rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2018,54.900002,MICS 2018,141.0,LSO,1094.098185,Sub-Saharan Africa,Lower middle income
Lesotho,Completion rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2018,33.400002,MICS 2018,141.0,LSO,1094.098185,Sub-Saharan Africa,Lower middle income
Lesotho,Out-of-school rate for children of primary school age,Female,Primary,Not Available,Not Available,2018,5.97653,UIS,141.0,LSO,1094.098185,Sub-Saharan Africa,Lower middle income
Lesotho,Out-of-school rate for children of primary school age,Male,Primary,Not Available,Not Available,2018,7.66526,UIS,141.0,LSO,1094.098185,Sub-Saharan Africa,Lower middle income
Lesotho,Out-of-school rate for adolescents of lower secondary school age,Female,Lower Secondary,Not Available,Not Available,2018,11.45756,UIS,141.0,LSO,1094.098185,Sub-Saharan Africa,Lower middle income
Lesotho,Out-of-school rate for adolescents of lower secondary school age,Male,Lower Secondary,Not Available,Not Available,2018,17.61189,UIS,141.0,LSO,1094.098185,Sub-Saharan Africa,Lower middle income
Lesotho,Out-of-school rate for youth of upper secondary school age,Female,Upper Secondary,Not Available,Not Available,2016,29.40574,UIS,141.0,LSO,1094.098185,Sub-Saharan Africa,Lower middle income
