Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
Hungary,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,12.5985,,%,,,,,,,,UIS,,,,,,Total
Hungary,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,12.00141,,%,,,,,,,,UIS,,,,,,Total
Iceland,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,14.23123,,%,,,,,,,,UIS,,,,,,Total
Iceland,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,17.30457,,%,,,,,,,,UIS,,,,,,Total
Iceland,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,15.78885,,%,,,,,,,,UIS,,,,,,Total
India,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,41.208,,%,,,,,,,,UIS,,,,,,Total
India,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,43.41661,,%,,,,,,,,UIS,,,,,,Total
India,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,42.37582,,%,,,,,,,,UIS,,,,,,Total
Indonesia,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2018,22.19379,,%,,,,,,,,UIS,,,,,,Total
Indonesia,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2018,22.84777,,%,,,,,,,,UIS,,,,,,Total
Indonesia,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2018,22.52996,,%,,,,,,,,UIS,,,,,,Total
Iran (Islamic Republic of),Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,17.51694,,%,,,,,,,,UIS,,,,,,Total
Iran (Islamic Republic of),Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,17.03613,,%,,,,,,,,UIS,,,,,,Total
Iran (Islamic Republic of),Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,17.27065,,%,,,,,,,,UIS,,,,,,Total
Ireland,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2018,0.94896,,%,,,,,,,,UIS,,,,,,Total
Ireland,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2018,1.76062,,%,,,,,,,,UIS,,,,,,Total
Ireland,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,1.77185,,%,,,,,,,,UIS,,,,,,Total
Israel,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,1.98906,,%,,,,,,,,UIS,,,,,,Total
Italy,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,5.2918,,%,,,,,,,,UIS,,,,,,Total
Italy,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,6.13649,,%,,,,,,,,UIS,,,,,,Total
Italy,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,5.72865,,%,,,,,,,,UIS,,,,,,Total
Jamaica,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,33.2662,,%,,,,,,,,UIS,,,,,,Total
Jamaica,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,57.41293,,%,,,,,,,,UIS,,,,,,Total
Jamaica,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,45.59831,,%,,,,,,,,UIS,,,,,,Total
Jordan,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,40.67588,,%,,,,,,,,UIS,,,,,,Total
Jordan,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,46.12243,,%,,,,,,,,UIS,,,,,,Total
Jordan,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,43.42413,,%,,,,,,,,UIS,,,,,,Total
Kazakhstan,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2018,1.08328,,%,,,,,,,,UIS,,,,,,Total
Kuwait,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2015,16.96256,,%,,,,,,,,UIS,,,,,,Total
Kuwait,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2015,19.54556,,%,,,,,,,,UIS,,,,,,Total
Kuwait,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2015,18.29435,,%,,,,,,,,UIS,,,,,,Total
Kyrgyzstan,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,25.04646,,%,,,,,,,,UIS,,,,,,Total
Kyrgyzstan,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,29.50435,,%,,,,,,,,UIS,,,,,,Total
Kyrgyzstan,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,27.31786,,%,,,,,,,,UIS,,,,,,Total
Lao People's Democratic Republic,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,49.3581,,%,,,,,,,,UIS,,,,,,Total
Lao People's Democratic Republic,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,45.19354,,%,,,,,,,,UIS,,,,,,Total
Lao People's Democratic Republic,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,47.24744,,%,,,,,,,,UIS,,,,,,Total
Latin America and Caribbean,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,19.98278,,%,,,,,,,,UIS,,,,,,Total
Latin America and Caribbean,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,22.62667,,%,,,,,,,,UIS,,,,,,Total
Latin America and Caribbean,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,21.32685,,%,,,,,,,,UIS,,,,,,Total
Latvia,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,3.78976,,%,,,,,,,,UIS,,,,,,Total
Latvia,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,5.73295,,%,,,,,,,,UIS,,,,,,Total
Latvia,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,4.779,,%,,,,,,,,UIS,,,,,,Total
Least developed countries,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,58.39664,,%,,,,,,,,UIS,,,,,,Total
Least developed countries,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,53.89364,,%,,,,,,,,UIS,,,,,,Total
Least developed countries,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,56.12094,,%,,,,,,,,UIS,,,,,,Total
Lesotho,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2016,29.40574,,%,,,,,,,,UIS,,,,,,Total
Lesotho,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2016,38.36854,,%,,,,,,,,UIS,,,,,,Total
Lesotho,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2016,33.91721,,%,,,,,,,,UIS,,,,,,Total
Liberia,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2014,31.10813,,%,,,,,,,,UIS,,,,,,Total
Liberia,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2014,20.06859,,%,,,,,,,,UIS,,,,,,Total
Liberia,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2014,25.53206,,%,,,,,,,,UIS,,,,,,Total
Liechtenstein,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,16.00688,,%,,,,,,,,UIS,,,,,,Total
Liechtenstein,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,2.08333,,%,,,,,,,,UIS,,,,,,Total
Liechtenstein,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,8.79668,,%,,,,,,,,UIS,,,,,,Total
Lithuania,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,1.99241,,%,,,,,,,,UIS,,,,,,Total
Lithuania,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,3.54774,,%,,,,,,,,UIS,,,,,,Total
Lithuania,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,2.78886,,%,,,,,,,,UIS,,,,,,Total
Luxembourg,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,17.30769,,%,,,,,,,,UIS,,,,,,Total
Luxembourg,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,20.65248,,%,,,,,,,,UIS,,,,,,Total
Luxembourg,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,19.03034,,%,,,,,,,,UIS,,,,,,Total
Madagascar,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,64.33631,,%,,,,,,,,UIS,,,,,,Total
Madagascar,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,63.2431,,%,,,,,,,,UIS,,,,,,Total
Madagascar,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,63.78891,,%,,,,,,,,UIS,,,,,,Total
Malawi,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,75.79324,,%,,,,,,,,UIS,,,,,,Total
Malawi,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,62.09486,,%,,,,,,,,UIS,,,,,,Total
Malawi,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,68.95038,,%,,,,,,,,UIS,,,,,,Total
Malaysia,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,36.69985,,%,,,,,,,,UIS,,,,,,Total
Malaysia,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,42.13582,,%,,,,,,,,UIS,,,,,,Total
Malaysia,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,39.50272,,%,,,,,,,,UIS,,,,,,Total
Maldives,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,44.48059,,%,,,,,,,,UIS,,,,,,Total
Maldives,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,55.29095,,%,,,,,,,,UIS,,,,,,Total
Maldives,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,50.0395,,%,,,,,,,,UIS,,,,,,Total
Mali,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2018,78.91945,,%,,,,,,,,UIS,,,,,,Total
Mali,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2018,71.43306,,%,,,,,,,,UIS,,,,,,Total
Mali,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2018,75.13049,,%,,,,,,,,UIS,,,,,,Total
Malta,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,6.8575,,%,,,,,,,,UIS,,,,,,Total
Malta,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,9.69776,,%,,,,,,,,UIS,,,,,,Total
Malta,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,8.30951,,%,,,,,,,,UIS,,,,,,Total
Marshall Islands,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,40.98139,,%,,,,,,,,UIS,,,,,,Total
Marshall Islands,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,45.73191,,%,,,,,,,,UIS,,,,,,Total
Marshall Islands,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,43.40623,,%,,,,,,,,UIS,,,,,,Total
Mauritania,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,58.78367,,%,,,,,,,,UIS,,,,,,Total
Mauritania,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,63.07117,,%,,,,,,,,UIS,,,,,,Total
Mauritania,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,60.95711,,%,,,,,,,,UIS,,,,,,Total
Mauritius,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2021,17.47775,,%,,,,,,,,UIS,,,,,,Total
Mauritius,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2021,26.02995,,%,,,,,,,,UIS,,,,,,Total
Mauritius,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2021,21.83886,,%,,,,,,,,UIS,,,,,,Total
Mexico,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,24.5667,,%,,,,,,,,UIS,,,,,,Total
Mexico,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,28.67629,,%,,,,,,,,UIS,,,,,,Total
Mexico,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,26.65224,,%,,,,,,,,UIS,,,,,,Total
Middle East and North Africa,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,33.20525,,%,,,,,,,,UIS,,,,,,Total
Middle East and North Africa,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,27.87156,,%,,,,,,,,UIS,,,,,,Total
Middle East and North Africa,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,30.47547,,%,,,,,,,,UIS,,,,,,Total
Mongolia,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,8.74464,,%,,,,,,,,UIS,,,,,,Total
Mongolia,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,14.87737,,%,,,,,,,,UIS,,,,,,Total
Mongolia,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,11.83761,,%,,,,,,,,UIS,,,,,,Total
Montenegro,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,10.23907,,%,,,,,,,,UIS,,,,,,Total
Montenegro,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,13.12744,,%,,,,,,,,UIS,,,,,,Total
Montenegro,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,11.75157,,%,,,,,,,,UIS,,,,,,Total
Montserrat,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,16.15385,,%,,,,,,,,UIS,,,,,,Total
Morocco,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,26.79821,,%,,,,,,,,UIS,,,,,,Total
Morocco,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,24.05953,,%,,,,,,,,UIS,,,,,,Total
Morocco,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,25.39753,,%,,,,,,,,UIS,,,,,,Total
Mozambique,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,65.88975,,%,,,,,,,,UIS,,,,,,Total
Mozambique,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,56.58483,,%,,,,,,,,UIS,,,,,,Total
Mozambique,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,61.26224,,%,,,,,,,,UIS,,,,,,Total
Myanmar,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2018,38.39902,,%,,,,,,,,UIS,,,,,,Total
Myanmar,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2018,46.89922,,%,,,,,,,,UIS,,,,,,Total
Myanmar,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2018,42.65935,,%,,,,,,,,UIS,,,,,,Total
Namibia,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,23.26538,,%,,,,,,,,UIS,,,,,,Total
Namibia,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,22.00246,,%,,,,,,,,UIS,,,,,,Total
Namibia,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,22.63805,,%,,,,,,,,UIS,,,,,,Total
Nauru,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2016,60.10101,,%,,,,,,,,UIS,,,,,,Total
Nauru,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2016,51.51515,,%,,,,,,,,UIS,,,,,,Total
Nauru,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,5.26316,,%,,,,,,,,UIS,,,,,,Total
Nepal,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,12.69271,,%,,,,,,,,UIS,,,,,,Total
Nepal,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,25.82674,,%,,,,,,,,UIS,,,,,,Total
Nepal,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,19.3217,,%,,,,,,,,UIS,,,,,,Total
Netherlands,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,0.48169,,%,,,,,,,,UIS,,,,,,Total
Netherlands,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,1.25868,,%,,,,,,,,UIS,,,,,,Total
Netherlands,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,0.8805,,%,,,,,,,,UIS,,,,,,Total
New Zealand,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2018,0.7957,,%,,,,,,,,UIS,,,,,,Total
New Zealand,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2018,4.01501,,%,,,,,,,,UIS,,,,,,Total
New Zealand,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,1.04923,,%,,,,,,,,UIS,,,,,,Total
Niger,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2017,88.8841,,%,,,,,,,,UIS,,,,,,Total
Niger,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2017,83.51093,,%,,,,,,,,UIS,,,,,,Total
Niger,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2017,86.14805,,%,,,,,,,,UIS,,,,,,Total
Niue,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2014,8.94309,,%,,,,,,,,UIS,,,,,,Total
North America,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,5.54475,,%,,,,,,,,UIS,,,,,,Total
North America,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,3.37037,,%,,,,,,,,UIS,,,,,,Total
North America,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,4.43484,,%,,,,,,,,UIS,,,,,,Total
Norway,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,7.86672,,%,,,,,,,,UIS,,,,,,Total
Norway,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,8.48052,,%,,,,,,,,UIS,,,,,,Total
Norway,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,8.18122,,%,,,,,,,,UIS,,,,,,Total
Oman,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2018,16.8588,,%,,,,,,,,UIS,,,,,,Total
Oman,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2018,7.65545,,%,,,,,,,,UIS,,,,,,Total
Oman,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,9.89244,,%,,,,,,,,UIS,,,,,,Total
Panama,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2015,30.83011,,%,,,,,,,,UIS,,,,,,Total
Panama,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2015,35.45599,,%,,,,,,,,UIS,,,,,,Total
Panama,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2015,33.18219,,%,,,,,,,,UIS,,,,,,Total
Papua New Guinea,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2018,60.19473,,%,,,,,,,,UIS,,,,,,Total
Papua New Guinea,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2018,50.14269,,%,,,,,,,,UIS,,,,,,Total
Papua New Guinea,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2018,55.01612,,%,,,,,,,,UIS,,,,,,Total
Paraguay,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,28.1502,,%,,,,,,,,UIS,,,,,,Total
Paraguay,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,31.83996,,%,,,,,,,,UIS,,,,,,Total
Paraguay,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,30.03612,,%,,,,,,,,UIS,,,,,,Total
Peru,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2018,21.04037,,%,,,,,,,,UIS,,,,,,Total
Peru,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2018,15.30081,,%,,,,,,,,UIS,,,,,,Total
Peru,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,3.69842,,%,,,,,,,,UIS,,,,,,Total
Philippines,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2015,17.06299,,%,,,,,,,,UIS,,,,,,Total
Philippines,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2015,23.72598,,%,,,,,,,,UIS,,,,,,Total
Philippines,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2015,20.49709,,%,,,,,,,,UIS,,,,,,Total
Poland,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,2.47432,,%,,,,,,,,UIS,,,,,,Total
Poland,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,2.16844,,%,,,,,,,,UIS,,,,,,Total
Poland,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,2.31865,,%,,,,,,,,UIS,,,,,,Total
Portugal,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,0.26422,,%,,,,,,,,UIS,,,,,,Total
Republic of Korea,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,7.66587,,%,,,,,,,,UIS,,,,,,Total
Republic of Korea,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,7.26356,,%,,,,,,,,UIS,,,,,,Total
Republic of Korea,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,7.45632,,%,,,,,,,,UIS,,,,,,Total
Republic of Moldova,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,11.643,,%,,,,,,,,UIS,,,,,,Total
Republic of Moldova,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,12.90962,,%,,,,,,,,UIS,,,,,,Total
Republic of Moldova,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,12.29853,,%,,,,,,,,UIS,,,,,,Total
Romania,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,19.07057,,%,,,,,,,,UIS,,,,,,Total
Romania,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,21.29803,,%,,,,,,,,UIS,,,,,,Total
Romania,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,20.21641,,%,,,,,,,,UIS,,,,,,Total
Russian Federation,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,2.09122,,%,,,,,,,,UIS,,,,,,Total
Russian Federation,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,2.84628,,%,,,,,,,,UIS,,,,,,Total
Russian Federation,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,2.47727,,%,,,,,,,,UIS,,,,,,Total
Rwanda,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,49.36591,,%,,,,,,,,UIS,,,,,,Total
Rwanda,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,50.23072,,%,,,,,,,,UIS,,,,,,Total
Rwanda,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,49.79593,,%,,,,,,,,UIS,,,,,,Total
Saint Kitts and Nevis,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2016,5.16827,,%,,,,,,,,UIS,,,,,,Total
Saint Kitts and Nevis,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2016,3.7831,,%,,,,,,,,UIS,,,,,,Total
Saint Kitts and Nevis,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2016,4.49231,,%,,,,,,,,UIS,,,,,,Total
Saint Lucia,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,18.67188,,%,,,,,,,,UIS,,,,,,Total
Saint Lucia,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,14.3188,,%,,,,,,,,UIS,,,,,,Total
Saint Lucia,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,16.48224,,%,,,,,,,,UIS,,,,,,Total
Saint Vincent and the Grenadines,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,17.48449,,%,,,,,,,,UIS,,,,,,Total
Saint Vincent and the Grenadines,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,17.92059,,%,,,,,,,,UIS,,,,,,Total
Saint Vincent and the Grenadines,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,17.71088,,%,,,,,,,,UIS,,,,,,Total
Samoa,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,10.60045,,%,,,,,,,,UIS,,,,,,Total
Samoa,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,21.47587,,%,,,,,,,,UIS,,,,,,Total
Samoa,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,16.22574,,%,,,,,,,,UIS,,,,,,Total
San Marino,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,62.04188,,%,,,,,,,,UIS,,,,,,Total
San Marino,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,53.26203,,%,,,,,,,,UIS,,,,,,Total
San Marino,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,57.21012,,%,,,,,,,,UIS,,,,,,Total
Sao Tome and Principe,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2015,15.9169,,%,,,,,,,,UIS,,,,,,Total
Sao Tome and Principe,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2015,18.72996,,%,,,,,,,,UIS,,,,,,Total
Sao Tome and Principe,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2015,17.33744,,%,,,,,,,,UIS,,,,,,Total
Saudi Arabia,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2017,8.6599,,%,,,,,,,,UIS,,,,,,Total
Saudi Arabia,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2017,2.75041,,%,,,,,,,,UIS,,,,,,Total
Saudi Arabia,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,3.54278,,%,,,,,,,,UIS,,,,,,Total
Senegal,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,78.78408,,%,,,,,,,,UIS,,,,,,Total
Senegal,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,81.29117,,%,,,,,,,,UIS,,,,,,Total
Senegal,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,80.04758,,%,,,,,,,,UIS,,,,,,Total
Serbia,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,12.87407,,%,,,,,,,,UIS,,,,,,Total
Serbia,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,15.8047,,%,,,,,,,,UIS,,,,,,Total
Serbia,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,14.38136,,%,,,,,,,,UIS,,,,,,Total
Seychelles,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,9.14106,,%,,,,,,,,UIS,,,,,,Total
Seychelles,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,19.54545,,%,,,,,,,,UIS,,,,,,Total
Seychelles,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,14.44573,,%,,,,,,,,UIS,,,,,,Total
Sierra Leone,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2018,66.7124,,%,,,,,,,,UIS,,,,,,Total
Sierra Leone,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2018,64.19774,,%,,,,,,,,UIS,,,,,,Total
Sierra Leone,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2018,65.45344,,%,,,,,,,,UIS,,,,,,Total
Singapore,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,0.45167,,%,,,,,,,,UIS,,,,,,Total
Singapore,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,0.10293,,%,,,,,,,,UIS,,,,,,Total
Singapore,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,0.27337,,%,,,,,,,,UIS,,,,,,Total
Slovakia,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,11.31391,,%,,,,,,,,UIS,,,,,,Total
Slovakia,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,11.37736,,%,,,,,,,,UIS,,,,,,Total
Slovakia,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,11.34644,,%,,,,,,,,UIS,,,,,,Total
Slovenia,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,0.95899,,%,,,,,,,,UIS,,,,,,Total
Slovenia,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,1.44916,,%,,,,,,,,UIS,,,,,,Total
Slovenia,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,1.21207,,%,,,,,,,,UIS,,,,,,Total
