Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
Iran (Islamic Republic of),Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,2.78486,,%,,,,,,,,UIS,,,,,,Total
Iran (Islamic Republic of),Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,0.75616,,%,,,,,,,,UIS,,,,,,Total
Iran (Islamic Republic of),Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,1.74555,,%,,,,,,,,UIS,,,,,,Total
Ireland,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,0.63279,,%,,,,,,,,UIS,,,,,,Total
Israel,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,0.01179,,%,,,,,,,,UIS,,,,,,Total
Italy,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,2.6382,,%,,,,,,,,UIS,,,,,,Total
Italy,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,2.2631,,%,,,,,,,,UIS,,,,,,Total
Italy,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,2.44502,,%,,,,,,,,UIS,,,,,,Total
Jordan,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,27.86257,,%,,,,,,,,UIS,,,,,,Total
Jordan,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,27.83603,,%,,,,,,,,UIS,,,,,,Total
Jordan,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,27.84917,,%,,,,,,,,UIS,,,,,,Total
Kazakhstan,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,0.01898,,%,,,,,,,,UIS,,,,,,Total
Kuwait,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2015,3.8316,,%,,,,,,,,UIS,,,,,,Total
Kuwait,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2015,8.5292,,%,,,,,,,,UIS,,,,,,Total
Kuwait,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2015,6.27645,,%,,,,,,,,UIS,,,,,,Total
Kyrgyzstan,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,0.83754,,%,,,,,,,,UIS,,,,,,Total
Kyrgyzstan,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,0.19185,,%,,,,,,,,UIS,,,,,,Total
Kyrgyzstan,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,0.50845,,%,,,,,,,,UIS,,,,,,Total
Lao People's Democratic Republic,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,30.52555,,%,,,,,,,,UIS,,,,,,Total
Lao People's Democratic Republic,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,30.46225,,%,,,,,,,,UIS,,,,,,Total
Lao People's Democratic Republic,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,30.49338,,%,,,,,,,,UIS,,,,,,Total
Latin America and Caribbean,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,6.01528,,%,,,,,,,,UIS,,,,,,Total
Latin America and Caribbean,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,7.49435,,%,,,,,,,,UIS,,,,,,Total
Latin America and Caribbean,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,6.76844,,%,,,,,,,,UIS,,,,,,Total
Latvia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,1.46978,,%,,,,,,,,UIS,,,,,,Total
Latvia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,1.99778,,%,,,,,,,,UIS,,,,,,Total
Latvia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,1.74196,,%,,,,,,,,UIS,,,,,,Total
Least developed countries,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,34.91889,,%,,,,,,,,UIS,,,,,,Total
Least developed countries,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,33.36369,,%,,,,,,,,UIS,,,,,,Total
Least developed countries,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,34.13345,,%,,,,,,,,UIS,,,,,,Total
Lesotho,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2018,11.45756,,%,,,,,,,,UIS,,,,,,Total
Lesotho,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2018,17.61189,,%,,,,,,,,UIS,,,,,,Total
Lesotho,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2018,14.52918,,%,,,,,,,,UIS,,,,,,Total
Liberia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2014,25.67108,,%,,,,,,,,UIS,,,,,,Total
Liberia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2014,17.02007,,%,,,,,,,,UIS,,,,,,Total
Liberia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2014,21.28734,,%,,,,,,,,UIS,,,,,,Total
Liechtenstein,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2018,6.55308,,%,,,,,,,,UIS,,,,,,Total
Liechtenstein,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2018,1.42672,,%,,,,,,,,UIS,,,,,,Total
Liechtenstein,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,2.60459,,%,,,,,,,,UIS,,,,,,Total
Lithuania,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,0.14682,,%,,,,,,,,UIS,,,,,,Total
Luxembourg,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,3.60726,,%,,,,,,,,UIS,,,,,,Total
Luxembourg,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,1.34392,,%,,,,,,,,UIS,,,,,,Total
Luxembourg,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,2.44894,,%,,,,,,,,UIS,,,,,,Total
Madagascar,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,28.99433,,%,,,,,,,,UIS,,,,,,Total
Madagascar,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,31.06049,,%,,,,,,,,UIS,,,,,,Total
Madagascar,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,30.03208,,%,,,,,,,,UIS,,,,,,Total
Malawi,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,18.13865,,%,,,,,,,,UIS,,,,,,Total
Malawi,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,18.98974,,%,,,,,,,,UIS,,,,,,Total
Malawi,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,18.56497,,%,,,,,,,,UIS,,,,,,Total
Malaysia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,9.56901,,%,,,,,,,,UIS,,,,,,Total
Malaysia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,12.81806,,%,,,,,,,,UIS,,,,,,Total
Malaysia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,11.24042,,%,,,,,,,,UIS,,,,,,Total
Maldives,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,14.79679,,%,,,,,,,,UIS,,,,,,Total
Maldives,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,2.73029,,%,,,,,,,,UIS,,,,,,Total
Maldives,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,8.62392,,%,,,,,,,,UIS,,,,,,Total
Mali,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2018,56.25222,,%,,,,,,,,UIS,,,,,,Total
Mali,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2018,49.39055,,%,,,,,,,,UIS,,,,,,Total
Mali,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2018,52.77266,,%,,,,,,,,UIS,,,,,,Total
Malta,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2014,1.20306,,%,,,,,,,,UIS,,,,,,Total
Malta,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2014,1.93618,,%,,,,,,,,UIS,,,,,,Total
Malta,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,1.53085,,%,,,,,,,,UIS,,,,,,Total
Marshall Islands,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,25.81072,,%,,,,,,,,UIS,,,,,,Total
Marshall Islands,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,29.93025,,%,,,,,,,,UIS,,,,,,Total
Marshall Islands,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,27.91451,,%,,,,,,,,UIS,,,,,,Total
Mauritania,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,25.47205,,%,,,,,,,,UIS,,,,,,Total
Mauritania,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,30.77602,,%,,,,,,,,UIS,,,,,,Total
Mauritania,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,28.16043,,%,,,,,,,,UIS,,,,,,Total
Mauritius,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2021,2.09903,,%,,,,,,,,UIS,,,,,,Total
Mauritius,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2021,4.66102,,%,,,,,,,,UIS,,,,,,Total
Mauritius,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2021,3.40433,,%,,,,,,,,UIS,,,,,,Total
Mexico,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,6.44447,,%,,,,,,,,UIS,,,,,,Total
Mexico,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,8.8073,,%,,,,,,,,UIS,,,,,,Total
Mexico,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,7.64868,,%,,,,,,,,UIS,,,,,,Total
Micronesia (Federated States of),Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2014,10.27919,,%,,,,,,,,UIS,,,,,,Total
Micronesia (Federated States of),Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2014,15.10188,,%,,,,,,,,UIS,,,,,,Total
Micronesia (Federated States of),Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2014,12.7594,,%,,,,,,,,UIS,,,,,,Total
Middle East and North Africa,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,12.06929,,%,,,,,,,,UIS,,,,,,Total
Middle East and North Africa,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,8.38167,,%,,,,,,,,UIS,,,,,,Total
Middle East and North Africa,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,10.18008,,%,,,,,,,,UIS,,,,,,Total
Mongolia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,7.2982,,%,,,,,,,,UIS,,,,,,Total
Mongolia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,7.78882,,%,,,,,,,,UIS,,,,,,Total
Mongolia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,7.54602,,%,,,,,,,,UIS,,,,,,Total
Montenegro,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,6.21841,,%,,,,,,,,UIS,,,,,,Total
Montenegro,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,5.95755,,%,,,,,,,,UIS,,,,,,Total
Montenegro,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,6.08159,,%,,,,,,,,UIS,,,,,,Total
Montserrat,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,7.33867,,%,,,,,,,,UIS,,,,,,Total
Morocco,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,8.51725,,%,,,,,,,,UIS,,,,,,Total
Morocco,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,5.87188,,%,,,,,,,,UIS,,,,,,Total
Morocco,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,7.16013,,%,,,,,,,,UIS,,,,,,Total
Mozambique,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,40.98358,,%,,,,,,,,UIS,,,,,,Total
Mozambique,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,34.96673,,%,,,,,,,,UIS,,,,,,Total
Mozambique,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,37.98249,,%,,,,,,,,UIS,,,,,,Total
Myanmar,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2018,19.81454,,%,,,,,,,,UIS,,,,,,Total
Myanmar,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2018,22.10723,,%,,,,,,,,UIS,,,,,,Total
Myanmar,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2018,20.96568,,%,,,,,,,,UIS,,,,,,Total
Namibia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2018,0.49105,,%,,,,,,,,UIS,,,,,,Total
Namibia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2018,2.68947,,%,,,,,,,,UIS,,,,,,Total
Namibia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,1.29893,,%,,,,,,,,UIS,,,,,,Total
Nauru,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,3.50467,,%,,,,,,,,UIS,,,,,,Total
Nauru,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,12.32558,,%,,,,,,,,UIS,,,,,,Total
Nauru,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,7.92541,,%,,,,,,,,UIS,,,,,,Total
Nepal,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2017,3.16434,,%,,,,,,,,UIS,,,,,,Total
Nepal,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2017,7.43954,,%,,,,,,,,UIS,,,,,,Total
Nepal,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2017,5.33436,,%,,,,,,,,UIS,,,,,,Total
Netherlands,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,2.27174,,%,,,,,,,,UIS,,,,,,Total
Netherlands,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,3.25716,,%,,,,,,,,UIS,,,,,,Total
Netherlands,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,2.77793,,%,,,,,,,,UIS,,,,,,Total
New Zealand,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,0.02619,,%,,,,,,,,UIS,,,,,,Total
New Zealand,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,0.17013,,%,,,,,,,,UIS,,,,,,Total
New Zealand,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,0.10006,,%,,,,,,,,UIS,,,,,,Total
Niger,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2017,69.05776,,%,,,,,,,,UIS,,,,,,Total
Niger,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2017,60.96838,,%,,,,,,,,UIS,,,,,,Total
Niger,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2017,64.94287,,%,,,,,,,,UIS,,,,,,Total
North America,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,0.45784,,%,,,,,,,,UIS,,,,,,Total
North America,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,0.45771,,%,,,,,,,,UIS,,,,,,Total
North America,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,0.45777,,%,,,,,,,,UIS,,,,,,Total
Norway,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2017,1.25415,,%,,,,,,,,UIS,,,,,,Total
Norway,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2017,0.36675,,%,,,,,,,,UIS,,,,,,Total
Norway,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,0.42004,,%,,,,,,,,UIS,,,,,,Total
Oman,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,2.91625,,%,,,,,,,,UIS,,,,,,Total
Oman,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,2.40822,,%,,,,,,,,UIS,,,,,,Total
Oman,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,2.65875,,%,,,,,,,,UIS,,,,,,Total
Palau,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,15.93291,,%,,,,,,,,UIS,,,,,,Total
Panama,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2017,11.60816,,%,,,,,,,,UIS,,,,,,Total
Panama,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2017,12.72752,,%,,,,,,,,UIS,,,,,,Total
Panama,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2017,12.17886,,%,,,,,,,,UIS,,,,,,Total
Papua New Guinea,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2018,31.64995,,%,,,,,,,,UIS,,,,,,Total
Papua New Guinea,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2018,23.64777,,%,,,,,,,,UIS,,,,,,Total
Papua New Guinea,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2018,27.52129,,%,,,,,,,,UIS,,,,,,Total
Peru,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2016,3.33291,,%,,,,,,,,UIS,,,,,,Total
Peru,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2016,3.45729,,%,,,,,,,,UIS,,,,,,Total
Peru,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2018,1.76867,,%,,,,,,,,UIS,,,,,,Total
Philippines,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,6.80489,,%,,,,,,,,UIS,,,,,,Total
Philippines,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,11.81499,,%,,,,,,,,UIS,,,,,,Total
Philippines,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,9.3812,,%,,,,,,,,UIS,,,,,,Total
Poland,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,4.32734,,%,,,,,,,,UIS,,,,,,Total
Poland,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,2.29473,,%,,,,,,,,UIS,,,,,,Total
Poland,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,3.28863,,%,,,,,,,,UIS,,,,,,Total
Portugal,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2017,0.36214,,%,,,,,,,,UIS,,,,,,Total
Portugal,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2017,0.32218,,%,,,,,,,,UIS,,,,,,Total
Portugal,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,0.13812,,%,,,,,,,,UIS,,,,,,Total
Qatar,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,9.78079,,%,,,,,,,,UIS,,,,,,Total
Qatar,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,4.12435,,%,,,,,,,,UIS,,,,,,Total
Qatar,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,6.97839,,%,,,,,,,,UIS,,,,,,Total
Republic of Korea,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,4.9438,,%,,,,,,,,UIS,,,,,,Total
Republic of Korea,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,4.80031,,%,,,,,,,,UIS,,,,,,Total
Republic of Korea,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,4.8695,,%,,,,,,,,UIS,,,,,,Total
Republic of Moldova,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,0.81175,,%,,,,,,,,UIS,,,,,,Total
Romania,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,11.50418,,%,,,,,,,,UIS,,,,,,Total
Romania,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,10.88256,,%,,,,,,,,UIS,,,,,,Total
Romania,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,11.1849,,%,,,,,,,,UIS,,,,,,Total
Russian Federation,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2014,1.49978,,%,,,,,,,,UIS,,,,,,Total
Russian Federation,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2014,2.24764,,%,,,,,,,,UIS,,,,,,Total
Russian Federation,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,0.23829,,%,,,,,,,,UIS,,,,,,Total
Rwanda,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,2.00141,,%,,,,,,,,UIS,,,,,,Total
Rwanda,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,5.54502,,%,,,,,,,,UIS,,,,,,Total
Rwanda,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,3.76629,,%,,,,,,,,UIS,,,,,,Total
Saint Lucia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,9.52108,,%,,,,,,,,UIS,,,,,,Total
Saint Lucia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,8.71031,,%,,,,,,,,UIS,,,,,,Total
Saint Lucia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,9.11155,,%,,,,,,,,UIS,,,,,,Total
Saint Vincent and the Grenadines,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,0.03893,,%,,,,,,,,UIS,,,,,,Total
Saint Vincent and the Grenadines,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,5.80456,,%,,,,,,,,UIS,,,,,,Total
Saint Vincent and the Grenadines,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,3.0051,,%,,,,,,,,UIS,,,,,,Total
Samoa,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,2.12679,,%,,,,,,,,UIS,,,,,,Total
San Marino,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,8.25688,,%,,,,,,,,UIS,,,,,,Total
San Marino,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,8.58209,,%,,,,,,,,UIS,,,,,,Total
San Marino,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,8.41813,,%,,,,,,,,UIS,,,,,,Total
Sao Tome and Principe,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2015,6.79693,,%,,,,,,,,UIS,,,,,,Total
Sao Tome and Principe,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2015,12.32539,,%,,,,,,,,UIS,,,,,,Total
Sao Tome and Principe,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2015,9.58734,,%,,,,,,,,UIS,,,,,,Total
Saudi Arabia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2018,2.54311,,%,,,,,,,,UIS,,,,,,Total
Saudi Arabia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2018,0.36638,,%,,,,,,,,UIS,,,,,,Total
Saudi Arabia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,1.62103,,%,,,,,,,,UIS,,,,,,Total
Senegal,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,56.66851,,%,,,,,,,,UIS,,,,,,Total
Senegal,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,63.61872,,%,,,,,,,,UIS,,,,,,Total
Senegal,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,60.1813,,%,,,,,,,,UIS,,,,,,Total
Serbia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,2.62506,,%,,,,,,,,UIS,,,,,,Total
Serbia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,2.94631,,%,,,,,,,,UIS,,,,,,Total
Serbia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,2.7902,,%,,,,,,,,UIS,,,,,,Total
Seychelles,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,6.55124,,%,,,,,,,,UIS,,,,,,Total
Seychelles,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,8.85561,,%,,,,,,,,UIS,,,,,,Total
Seychelles,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,2.92379,,%,,,,,,,,UIS,,,,,,Total
Sierra Leone,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2018,49.16676,,%,,,,,,,,UIS,,,,,,Total
Sierra Leone,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2018,48.89217,,%,,,,,,,,UIS,,,,,,Total
Sierra Leone,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2018,49.02927,,%,,,,,,,,UIS,,,,,,Total
Singapore,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,0.19148,,%,,,,,,,,UIS,,,,,,Total
Singapore,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,0.41017,,%,,,,,,,,UIS,,,,,,Total
Singapore,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,0.30335,,%,,,,,,,,UIS,,,,,,Total
Slovakia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,4.76226,,%,,,,,,,,UIS,,,,,,Total
Slovakia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,4.47003,,%,,,,,,,,UIS,,,,,,Total
Slovakia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,4.61258,,%,,,,,,,,UIS,,,,,,Total
Slovenia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,0.6801,,%,,,,,,,,UIS,,,,,,Total
Slovenia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,1.50417,,%,,,,,,,,UIS,,,,,,Total
Slovenia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,1.10456,,%,,,,,,,,UIS,,,,,,Total
South Africa,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,9.92305,,%,,,,,,,,UIS,,,,,,Total
South Africa,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,10.71886,,%,,,,,,,,UIS,,,,,,Total
South Africa,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,10.32395,,%,,,,,,,,UIS,,,,,,Total
South Asia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,15.08759,,%,,,,,,,,UIS,,,,,,Total
South Asia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,17.52116,,%,,,,,,,,UIS,,,,,,Total
South Asia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,16.35915,,%,,,,,,,,UIS,,,,,,Total
South Sudan,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2015,63.04881,,%,,,,,,,,UIS,,,,,,Total
South Sudan,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2015,48.96967,,%,,,,,,,,UIS,,,,,,Total
South Sudan,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2015,55.93645,,%,,,,,,,,UIS,,,,,,Total
Spain,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2014,1.37094,,%,,,,,,,,UIS,,,,,,Total
Spain,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2014,1.2147,,%,,,,,,,,UIS,,,,,,Total
Spain,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,0.36336,,%,,,,,,,,UIS,,,,,,Total
Sri Lanka,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2018,0.11397,,%,,,,,,,,UIS,,,,,,Total
Sri Lanka,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2018,0.14894,,%,,,,,,,,UIS,,,,,,Total
