Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
Nepal,Completion rate for youth of upper secondary education school age,Female,2019,27.60297,,%,,,,,,,,MICS 2019,,,,,,Total
Nepal,Completion rate for youth of upper secondary education school age,Male,2019,26.8309,,%,,,,,,,,MICS 2019,,,,,,Total
Nepal,Completion rate for youth of upper secondary education school age,Total,2019,27.2705,,%,,,,,,,,MICS 2019,,,,,,Total
Niger,Completion rate for youth of upper secondary education school age,Female,2012,1.381436,,%,,,,,,,,DHS 2012,,,,,,Total
Niger,Completion rate for youth of upper secondary education school age,Male,2012,3.9006841,,%,,,,,,,,DHS 2012,,,,,,Total
Niger,Completion rate for youth of upper secondary education school age,Total,2012,2.1817999,,%,,,,,,,,DHS 2012,,,,,,Total
Nigeria,Completion rate for youth of upper secondary education school age,Female,2018,43.5,,%,,,,,,,,DHS 2018,,,,,,Total
Nigeria,Completion rate for youth of upper secondary education school age,Male,2018,57,,%,,,,,,,,DHS 2018,,,,,,Total
Nigeria,Completion rate for youth of upper secondary education school age,Total,2018,49.200001,,%,,,,,,,,DHS 2018,,,,,,Total
North Macedonia,Completion rate for youth of upper secondary education school age,Female,2019,78.927872,,%,,,,,,,,MICS 2018-19,,,,,,Total
North Macedonia,Completion rate for youth of upper secondary education school age,Male,2019,86.400978,,%,,,,,,,,MICS 2018-19,,,,,,Total
North Macedonia,Completion rate for youth of upper secondary education school age,Total,2019,83.012756,,%,,,,,,,,MICS 2018-19,,,,,,Total
Pakistan,Completion rate for youth of upper secondary education school age,Female,2018,23.328131,,%,,,,,,,,DHS 2017-18,,,,,,Total
Pakistan,Completion rate for youth of upper secondary education school age,Male,2018,23.559851,,%,,,,,,,,DHS 2017-18,,,,,,Total
Pakistan,Completion rate for youth of upper secondary education school age,Total,2018,23.43825,,%,,,,,,,,DHS 2017-18,,,,,,Total
Panama,Completion rate for youth of upper secondary education school age,Female,2013,68.300003,,%,,,,,,,,MICS 2013,,,,,,Total
Panama,Completion rate for youth of upper secondary education school age,Male,2013,56.5,,%,,,,,,,,MICS 2013,,,,,,Total
Panama,Completion rate for youth of upper secondary education school age,Total,2013,62.5,,%,,,,,,,,MICS 2013,,,,,,Total
Paraguay,Completion rate for youth of upper secondary education school age,Female,2017,66.5,,%,,,,,,,,Encuesta Permanente de Hogares 2017,,,,,,Total
Paraguay,Completion rate for youth of upper secondary education school age,Male,2017,59.700001,,%,,,,,,,,Encuesta Permanente de Hogares 2017,,,,,,Total
Paraguay,Completion rate for youth of upper secondary education school age,Total,2017,63.099998,,%,,,,,,,,Encuesta Permanente de Hogares 2017,,,,,,Total
Peru,Completion rate for youth of upper secondary education school age,Female,2012,71.699997,,%,,,,,,,,DHS 2012,,,,,,Total
Peru,Completion rate for youth of upper secondary education school age,Male,2012,77.699997,,%,,,,,,,,DHS 2012,,,,,,Total
Peru,Completion rate for youth of upper secondary education school age,Total,2012,74.800003,,%,,,,,,,,DHS 2012,,,,,,Total
Philippines,Completion rate for youth of upper secondary education school age,Female,2017,83.263893,,%,,,,,,,,DHS 2017,,,,,,Total
Philippines,Completion rate for youth of upper secondary education school age,Male,2017,74.142693,,%,,,,,,,,DHS 2017,,,,,,Total
Philippines,Completion rate for youth of upper secondary education school age,Total,2017,78.315628,,%,,,,,,,,DHS 2017,,,,,,Total
Republic of Moldova,Completion rate for youth of upper secondary education school age,Female,2012,71.110809,,%,,,,,,,,MICS 2012,,,,,,Total
Republic of Moldova,Completion rate for youth of upper secondary education school age,Male,2012,62.686489,,%,,,,,,,,MICS 2012,,,,,,Total
Republic of Moldova,Completion rate for youth of upper secondary education school age,Total,2012,66.812927,,%,,,,,,,,MICS 2012,,,,,,Total
Rwanda,Completion rate for youth of upper secondary education school age,Female,2015,15.9,,%,,,,,,,,DHS 2014-15,,,,,,Total
Rwanda,Completion rate for youth of upper secondary education school age,Male,2015,19.1,,%,,,,,,,,DHS 2014-15,,,,,,Total
Rwanda,Completion rate for youth of upper secondary education school age,Total,2015,17.299999,,%,,,,,,,,DHS 2014-15,,,,,,Total
Saint Lucia,Completion rate for youth of upper secondary education school age,Female,2012,89.699997,,%,,,,,,,,MICS 2012,,,,,,Total
Saint Lucia,Completion rate for youth of upper secondary education school age,Male,2012,69.599998,,%,,,,,,,,MICS 2012,,,,,,Total
Saint Lucia,Completion rate for youth of upper secondary education school age,Total,2012,80.400002,,%,,,,,,,,MICS 2012,,,,,,Total
Samoa,Completion rate for youth of upper secondary education school age,Female,2020,65.603058,,%,,,,,,,,MICS 2019-20,,,,,,Total
Samoa,Completion rate for youth of upper secondary education school age,Male,2020,47.758202,,%,,,,,,,,MICS 2019-20,,,,,,Total
Samoa,Completion rate for youth of upper secondary education school age,Total,2020,56.555779,,%,,,,,,,,MICS 2019-20,,,,,,Total
Sao Tome and Principe,Completion rate for youth of upper secondary education school age,Female,2019,30.68014,,%,,,,,,,,MICS 2019,,,,,,Total
Sao Tome and Principe,Completion rate for youth of upper secondary education school age,Male,2019,26.43675,,%,,,,,,,,MICS 2019,,,,,,Total
Sao Tome and Principe,Completion rate for youth of upper secondary education school age,Total,2019,28.512659,,%,,,,,,,,MICS 2019,,,,,,Total
Senegal,Completion rate for youth of upper secondary education school age,Female,2019,9.7395945,,%,,,,,,,,DHS 2019,,,,,,Total
Senegal,Completion rate for youth of upper secondary education school age,Male,2019,11.26875,,%,,,,,,,,DHS 2019,,,,,,Total
Senegal,Completion rate for youth of upper secondary education school age,Total,2019,10.39117,,%,,,,,,,,DHS 2019,,,,,,Total
Serbia,Completion rate for youth of upper secondary education school age,Female,2019,92.224716,,%,,,,,,,,MICS 2019,,,,,,Total
Serbia,Completion rate for youth of upper secondary education school age,Male,2019,96.424553,,%,,,,,,,,MICS 2019,,,,,,Total
Serbia,Completion rate for youth of upper secondary education school age,Total,2019,94.427223,,%,,,,,,,,MICS 2019,,,,,,Total
Sierra Leone,Completion rate for youth of upper secondary education school age,Female,2017,17.5,,%,,,,,,,,MICS 2017,,,,,,Total
Sierra Leone,Completion rate for youth of upper secondary education school age,Male,2017,27.4,,%,,,,,,,,MICS 2017,,,,,,Total
Sierra Leone,Completion rate for youth of upper secondary education school age,Total,2017,21.700001,,%,,,,,,,,MICS 2017,,,,,,Total
South Africa,Completion rate for youth of upper secondary education school age,Female,2016,51.86681,,%,,,,,,,,DHS 2016,,,,,,Total
South Africa,Completion rate for youth of upper secondary education school age,Male,2016,44.761429,,%,,,,,,,,DHS 2016,,,,,,Total
South Africa,Completion rate for youth of upper secondary education school age,Total,2016,48.42963,,%,,,,,,,,DHS 2016,,,,,,Total
South Asia,Completion rate for youth of upper secondary education school age,Female,2022,35.659118,,%,,,,,,,,UNICEF Global Database,,,,,,Total
South Asia,Completion rate for youth of upper secondary education school age,Male,2022,41.448127,,%,,,,,,,,UNICEF Global Database,,,,,,Total
South Asia,Completion rate for youth of upper secondary education school age,Total,2022,38.43864,,%,,,,,,,,UNICEF Global Database,,,,,,Total
Sri Lanka,Completion rate for youth of upper secondary education school age,Female,2016,42.653061,,%,,,,,,,,DHS 2016,,,,,,Total
Sri Lanka,Completion rate for youth of upper secondary education school age,Male,2016,32.289532,,%,,,,,,,,DHS 2016,,,,,,Total
Sri Lanka,Completion rate for youth of upper secondary education school age,Total,2016,37.65617,,%,,,,,,,,DHS 2016,,,,,,Total
State of Palestine,Completion rate for youth of upper secondary education school age,Female,2020,73.594498,,%,,,,,,,,MICS 2019-20,,,,,,Total
State of Palestine,Completion rate for youth of upper secondary education school age,Male,2020,51.215038,,%,,,,,,,,MICS 2019-20,,,,,,Total
State of Palestine,Completion rate for youth of upper secondary education school age,Total,2020,62.43668,,%,,,,,,,,MICS 2019-20,,,,,,Total
Sub-Saharan Africa,Completion rate for youth of upper secondary education school age,Female,2022,24.517603,,%,,,,,,,,UNICEF Global Database,,,,,,Total
Sub-Saharan Africa,Completion rate for youth of upper secondary education school age,Male,2022,30.580722,,%,,,,,,,,UNICEF Global Database,,,,,,Total
Sub-Saharan Africa,Completion rate for youth of upper secondary education school age,Total,2022,27.139825,,%,,,,,,,,UNICEF Global Database,,,,,,Total
Sudan,Completion rate for youth of upper secondary education school age,Female,2014,28.1437,,%,,,,,,,,MICS 2014,,,,,,Total
Sudan,Completion rate for youth of upper secondary education school age,Male,2014,33.15023,,%,,,,,,,,MICS 2014,,,,,,Total
Sudan,Completion rate for youth of upper secondary education school age,Total,2014,30.54019,,%,,,,,,,,MICS 2014,,,,,,Total
Suriname,Completion rate for youth of upper secondary education school age,Female,2018,26.467779,,%,,,,,,,,MICS 2018,,,,,,Total
Suriname,Completion rate for youth of upper secondary education school age,Male,2018,18.206461,,%,,,,,,,,MICS 2018,,,,,,Total
Suriname,Completion rate for youth of upper secondary education school age,Total,2018,22.25979,,%,,,,,,,,MICS 2018,,,,,,Total
Tajikistan,Completion rate for youth of upper secondary education school age,Female,2017,62.71093,,%,,,,,,,,DHS 2017,,,,,,Total
Tajikistan,Completion rate for youth of upper secondary education school age,Male,2017,80.348846,,%,,,,,,,,DHS 2017,,,,,,Total
Tajikistan,Completion rate for youth of upper secondary education school age,Total,2017,69.537643,,%,,,,,,,,DHS 2017,,,,,,Total
Thailand,Completion rate for youth of upper secondary education school age,Female,2019,71.667732,,%,,,,,,,,MICS 2019,,,,,,Total
Thailand,Completion rate for youth of upper secondary education school age,Male,2019,59.423611,,%,,,,,,,,MICS 2019,,,,,,Total
Thailand,Completion rate for youth of upper secondary education school age,Total,2019,65.228394,,%,,,,,,,,MICS 2019,,,,,,Total
Timor-Leste,Completion rate for youth of upper secondary education school age,Female,2016,54.656509,,%,,,,,,,,DHS 2016,,,,,,Total
Timor-Leste,Completion rate for youth of upper secondary education school age,Male,2016,49.078838,,%,,,,,,,,DHS 2016,,,,,,Total
Timor-Leste,Completion rate for youth of upper secondary education school age,Total,2016,51.95586,,%,,,,,,,,DHS 2016,,,,,,Total
Togo,Completion rate for youth of upper secondary education school age,Female,2017,11.92323,,%,,,,,,,,MICS 2017,,,,,,Total
Togo,Completion rate for youth of upper secondary education school age,Male,2017,31.181789,,%,,,,,,,,MICS 2017,,,,,,Total
Togo,Completion rate for youth of upper secondary education school age,Total,2017,21.219419,,%,,,,,,,,MICS 2017,,,,,,Total
Tonga,Completion rate for youth of upper secondary education school age,Female,2019,56.31271,,%,,,,,,,,MICS 2019,,,,,,Total
Tonga,Completion rate for youth of upper secondary education school age,Male,2019,45.1824,,%,,,,,,,,MICS 2019,,,,,,Total
Tonga,Completion rate for youth of upper secondary education school age,Total,2019,50.928162,,%,,,,,,,,MICS 2019,,,,,,Total
Tunisia,Completion rate for youth of upper secondary education school age,Female,2018,57.400002,,%,,,,,,,,MICS 2018,,,,,,Total
Tunisia,Completion rate for youth of upper secondary education school age,Male,2018,40.099998,,%,,,,,,,,MICS 2018,,,,,,Total
Tunisia,Completion rate for youth of upper secondary education school age,Total,2018,48.700001,,%,,,,,,,,MICS 2018,,,,,,Total
Turkmenistan,Completion rate for youth of upper secondary education school age,Female,2019,97.224037,,%,,,,,,,,MICS 2019,,,,,,Total
Turkmenistan,Completion rate for youth of upper secondary education school age,Male,2019,96.631203,,%,,,,,,,,MICS 2019,,,,,,Total
Turkmenistan,Completion rate for youth of upper secondary education school age,Total,2019,96.93737,,%,,,,,,,,MICS 2019,,,,,,Total
Turks and Caicos Islands,Completion rate for youth of upper secondary education school age,Female,2020,95.88662,,%,,,,,,,,MICS 2019-20,,,,,,Total
Turks and Caicos Islands,Completion rate for youth of upper secondary education school age,Male,2020,99.62896,,%,,,,,,,,MICS 2019-20,,,,,,Total
Turks and Caicos Islands,Completion rate for youth of upper secondary education school age,Total,2020,97.688927,,%,,,,,,,,MICS 2019-20,,,,,,Total
Tuvalu,Completion rate for youth of upper secondary education school age,Female,2020,60.479,,%,,,,,,,,MICS 2019-20,,,,,,Total
Tuvalu,Completion rate for youth of upper secondary education school age,Male,2020,45.387081,,%,,,,,,,,MICS 2019-20,,,,,,Total
Tuvalu,Completion rate for youth of upper secondary education school age,Total,2020,52.63641,,%,,,,,,,,MICS 2019-20,,,,,,Total
Türkiye,Completion rate for youth of upper secondary education school age,Female,2013,43.577709,,%,,,,,,,,DHS style 2013,,,,,,Total
Türkiye,Completion rate for youth of upper secondary education school age,Male,2013,51.190842,,%,,,,,,,,DHS style 2013,,,,,,Total
Türkiye,Completion rate for youth of upper secondary education school age,Total,2013,47.49535,,%,,,,,,,,DHS style 2013,,,,,,Total
Uganda,Completion rate for youth of upper secondary education school age,Female,2016,15.25169,,%,,,,,,,,DHS 2016,,,,,,Total
Uganda,Completion rate for youth of upper secondary education school age,Male,2016,18.297371,,%,,,,,,,,DHS 2016,,,,,,Total
Uganda,Completion rate for youth of upper secondary education school age,Total,2016,16.58814,,%,,,,,,,,DHS 2016,,,,,,Total
Ukraine,Completion rate for youth of upper secondary education school age,Female,2012,96.800003,,%,,,,,,,,MICS 2012,,,,,,Total
Ukraine,Completion rate for youth of upper secondary education school age,Male,2012,96.900002,,%,,,,,,,,MICS 2012,,,,,,Total
Ukraine,Completion rate for youth of upper secondary education school age,Total,2012,96.800003,,%,,,,,,,,MICS 2012,,,,,,Total
United Republic of Tanzania,Completion rate for youth of upper secondary education school age,Female,2015,26.9,,%,,,,,,,,DHS 2015,,,,,,Total
United Republic of Tanzania,Completion rate for youth of upper secondary education school age,Male,2015,32.200001,,%,,,,,,,,DHS 2015,,,,,,Total
United Republic of Tanzania,Completion rate for youth of upper secondary education school age,Total,2015,29.299999,,%,,,,,,,,DHS 2015,,,,,,Total
Uruguay,Completion rate for youth of upper secondary education school age,Female,2013,29.29899,,%,,,,,,,,MICS 2012-13,,,,,,Total
Uruguay,Completion rate for youth of upper secondary education school age,Male,2013,47.933109,,%,,,,,,,,MICS 2012-13,,,,,,Total
Uruguay,Completion rate for youth of upper secondary education school age,Total,2013,37.685638,,%,,,,,,,,MICS 2012-13,,,,,,Total
Viet Nam,Completion rate for youth of upper secondary education school age,Female,2014,61.099998,,%,,,,,,,,MICS 2014,,,,,,Total
Viet Nam,Completion rate for youth of upper secondary education school age,Male,2014,50.299999,,%,,,,,,,,MICS 2014,,,,,,Total
Viet Nam,Completion rate for youth of upper secondary education school age,Total,2014,55.5,,%,,,,,,,,MICS 2014,,,,,,Total
West and Central Africa,Completion rate for youth of upper secondary education school age,Female,2022,25.42541,,%,,,,,,,,UNICEF Global Database,,,,,,Total
West and Central Africa,Completion rate for youth of upper secondary education school age,Male,2022,34.655156,,%,,,,,,,,UNICEF Global Database,,,,,,Total
West and Central Africa,Completion rate for youth of upper secondary education school age,Total,2022,29.415109,,%,,,,,,,,UNICEF Global Database,,,,,,Total
World,Completion rate for youth of upper secondary education school age,Female,2022,43.601486,,%,,,,,,,,UNICEF Global Database,,,,,,Total
World,Completion rate for youth of upper secondary education school age,Male,2022,46.085723,,%,,,,,,,,UNICEF Global Database,,,,,,Total
World,Completion rate for youth of upper secondary education school age,Total,2022,44.695655,,%,,,,,,,,UNICEF Global Database,,,,,,Total
Yemen,Completion rate for youth of upper secondary education school age,Female,2013,23.4,,%,,,,,,,,DHS 2013,,,,,,Total
Yemen,Completion rate for youth of upper secondary education school age,Male,2013,36.799999,,%,,,,,,,,DHS 2013,,,,,,Total
Yemen,Completion rate for youth of upper secondary education school age,Total,2013,29.5,,%,,,,,,,,DHS 2013,,,,,,Total
Zambia,Completion rate for youth of upper secondary education school age,Female,2018,26.924601,,%,,,,,,,,DHS 2018,,,,,,Total
Zambia,Completion rate for youth of upper secondary education school age,Male,2018,33.276039,,%,,,,,,,,DHS 2018,,,,,,Total
Zambia,Completion rate for youth of upper secondary education school age,Total,2018,29.66189,,%,,,,,,,,DHS 2018,,,,,,Total
Zimbabwe,Completion rate for youth of upper secondary education school age,Female,2019,13.6,,%,,,,,,,,MICS 2019,,,,,,Total
Zimbabwe,Completion rate for youth of upper secondary education school age,Male,2019,17.200001,,%,,,,,,,,MICS 2019,,,,,,Total
Zimbabwe,Completion rate for youth of upper secondary education school age,Total,2019,15.3,,%,,,,,,,,MICS 2019,,,,,,Total
,,,,,,,,,,,,,,,,,,,,
