Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
Kuwait,Out-of-school rate for children of primary school age (administrative data),Male,2016,4.37744,,%,,,,,,,,UIS,,,,,,Total
Kuwait,Out-of-school rate for children of primary school age (administrative data),Total,2016,2.70151,,%,,,,,,,,UIS,,,,,,Total
Kyrgyzstan,Out-of-school rate for children of primary school age (administrative data),Total,2020,0.11654,,%,,,,,,,,UIS,,,,,,Total
Lao People's Democratic Republic,Out-of-school rate for children of primary school age (administrative data),Female,2020,8.99216,,%,,,,,,,,UIS,,,,,,Total
Lao People's Democratic Republic,Out-of-school rate for children of primary school age (administrative data),Male,2020,7.51424,,%,,,,,,,,UIS,,,,,,Total
Lao People's Democratic Republic,Out-of-school rate for children of primary school age (administrative data),Total,2020,8.23966,,%,,,,,,,,UIS,,,,,,Total
Latin America and Caribbean,Out-of-school rate for children of primary school age (administrative data),Female,2020,2.43456,,%,,,,,,,,UIS,,,,,,Total
Latin America and Caribbean,Out-of-school rate for children of primary school age (administrative data),Male,2020,3.2367,,%,,,,,,,,UIS,,,,,,Total
Latin America and Caribbean,Out-of-school rate for children of primary school age (administrative data),Total,2020,2.84377,,%,,,,,,,,UIS,,,,,,Total
Latvia,Out-of-school rate for children of primary school age (administrative data),Female,2019,0.80117,,%,,,,,,,,UIS,,,,,,Total
Latvia,Out-of-school rate for children of primary school age (administrative data),Male,2019,1.53329,,%,,,,,,,,UIS,,,,,,Total
Latvia,Out-of-school rate for children of primary school age (administrative data),Total,2019,1.17626,,%,,,,,,,,UIS,,,,,,Total
Least developed countries,Out-of-school rate for children of primary school age (administrative data),Female,2020,18.82653,,%,,,,,,,,UIS,,,,,,Total
Least developed countries,Out-of-school rate for children of primary school age (administrative data),Male,2020,15.19038,,%,,,,,,,,UIS,,,,,,Total
Least developed countries,Out-of-school rate for children of primary school age (administrative data),Total,2020,16.9875,,%,,,,,,,,UIS,,,,,,Total
Lesotho,Out-of-school rate for children of primary school age (administrative data),Female,2018,5.97653,,%,,,,,,,,UIS,,,,,,Total
Lesotho,Out-of-school rate for children of primary school age (administrative data),Male,2018,7.66526,,%,,,,,,,,UIS,,,,,,Total
Lesotho,Out-of-school rate for children of primary school age (administrative data),Total,2018,6.81804,,%,,,,,,,,UIS,,,,,,Total
Liberia,Out-of-school rate for children of primary school age (administrative data),Female,2017,21.0684,,%,,,,,,,,UIS,,,,,,Total
Liberia,Out-of-school rate for children of primary school age (administrative data),Male,2017,21.63903,,%,,,,,,,,UIS,,,,,,Total
Liberia,Out-of-school rate for children of primary school age (administrative data),Total,2017,21.35893,,%,,,,,,,,UIS,,,,,,Total
Liechtenstein,Out-of-school rate for children of primary school age (administrative data),Female,2014,1.82599,,%,,,,,,,,UIS,,,,,,Total
Liechtenstein,Out-of-school rate for children of primary school age (administrative data),Male,2014,2.8481,,%,,,,,,,,UIS,,,,,,Total
Liechtenstein,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.07966,,%,,,,,,,,UIS,,,,,,Total
Lithuania,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.10193,,%,,,,,,,,UIS,,,,,,Total
Luxembourg,Out-of-school rate for children of primary school age (administrative data),Female,2015,0.99038,,%,,,,,,,,UIS,,,,,,Total
Luxembourg,Out-of-school rate for children of primary school age (administrative data),Male,2015,1.12227,,%,,,,,,,,UIS,,,,,,Total
Luxembourg,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.62121,,%,,,,,,,,UIS,,,,,,Total
Madagascar,Out-of-school rate for children of primary school age (administrative data),Total,2019,2.32186,,%,,,,,,,,UIS,,,,,,Total
Malaysia,Out-of-school rate for children of primary school age (administrative data),Female,2020,1.36626,,%,,,,,,,,UIS,,,,,,Total
Malaysia,Out-of-school rate for children of primary school age (administrative data),Male,2020,1.82884,,%,,,,,,,,UIS,,,,,,Total
Malaysia,Out-of-school rate for children of primary school age (administrative data),Total,2020,1.60434,,%,,,,,,,,UIS,,,,,,Total
Maldives,Out-of-school rate for children of primary school age (administrative data),Female,2019,0.72512,,%,,,,,,,,UIS,,,,,,Total
Maldives,Out-of-school rate for children of primary school age (administrative data),Male,2019,3.16708,,%,,,,,,,,UIS,,,,,,Total
Maldives,Out-of-school rate for children of primary school age (administrative data),Total,2019,2.00353,,%,,,,,,,,UIS,,,,,,Total
Mali,Out-of-school rate for children of primary school age (administrative data),Female,2018,44.16784,,%,,,,,,,,UIS,,,,,,Total
Mali,Out-of-school rate for children of primary school age (administrative data),Male,2018,37.91068,,%,,,,,,,,UIS,,,,,,Total
Mali,Out-of-school rate for children of primary school age (administrative data),Total,2018,40.98841,,%,,,,,,,,UIS,,,,,,Total
Malta,Out-of-school rate for children of primary school age (administrative data),Total,2017,0.23263,,%,,,,,,,,UIS,,,,,,Total
Marshall Islands,Out-of-school rate for children of primary school age (administrative data),Female,2020,30.23203,,%,,,,,,,,UIS,,,,,,Total
Marshall Islands,Out-of-school rate for children of primary school age (administrative data),Male,2020,29.33101,,%,,,,,,,,UIS,,,,,,Total
Marshall Islands,Out-of-school rate for children of primary school age (administrative data),Total,2020,29.77184,,%,,,,,,,,UIS,,,,,,Total
Mauritania,Out-of-school rate for children of primary school age (administrative data),Female,2019,21.24662,,%,,,,,,,,UIS,,,,,,Total
Mauritania,Out-of-school rate for children of primary school age (administrative data),Male,2019,24.98444,,%,,,,,,,,UIS,,,,,,Total
Mauritania,Out-of-school rate for children of primary school age (administrative data),Total,2019,23.1424,,%,,,,,,,,UIS,,,,,,Total
Mauritius,Out-of-school rate for children of primary school age (administrative data),Total,2021,0.33244,,%,,,,,,,,UIS,,,,,,Total
Mexico,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.79265,,%,,,,,,,,UIS,,,,,,Total
Micronesia (Federated States of),Out-of-school rate for children of primary school age (administrative data),Female,2020,16.01495,,%,,,,,,,,UIS,,,,,,Total
Micronesia (Federated States of),Out-of-school rate for children of primary school age (administrative data),Male,2020,17.31298,,%,,,,,,,,UIS,,,,,,Total
Micronesia (Federated States of),Out-of-school rate for children of primary school age (administrative data),Total,2020,16.67838,,%,,,,,,,,UIS,,,,,,Total
Middle East and North Africa,Out-of-school rate for children of primary school age (administrative data),Female,2020,6.11851,,%,,,,,,,,UIS,,,,,,Total
Middle East and North Africa,Out-of-school rate for children of primary school age (administrative data),Male,2020,4.15392,,%,,,,,,,,UIS,,,,,,Total
Middle East and North Africa,Out-of-school rate for children of primary school age (administrative data),Total,2020,5.11047,,%,,,,,,,,UIS,,,,,,Total
Mongolia,Out-of-school rate for children of primary school age (administrative data),Female,2015,3.25075,,%,,,,,,,,UIS,,,,,,Total
Mongolia,Out-of-school rate for children of primary school age (administrative data),Male,2015,1.87574,,%,,,,,,,,UIS,,,,,,Total
Mongolia,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.61612,,%,,,,,,,,UIS,,,,,,Total
Montenegro,Out-of-school rate for children of primary school age (administrative data),Female,2017,2.69724,,%,,,,,,,,UIS,,,,,,Total
Montenegro,Out-of-school rate for children of primary school age (administrative data),Male,2017,2.85189,,%,,,,,,,,UIS,,,,,,Total
Montenegro,Out-of-school rate for children of primary school age (administrative data),Total,2020,0.06794,,%,,,,,,,,UIS,,,,,,Total
Montserrat,Out-of-school rate for children of primary school age (administrative data),Female,2014,15.17857,,%,,,,,,,,UIS,,,,,,Total
Montserrat,Out-of-school rate for children of primary school age (administrative data),Male,2014,14.52282,,%,,,,,,,,UIS,,,,,,Total
Montserrat,Out-of-school rate for children of primary school age (administrative data),Total,2016,2.74174,,%,,,,,,,,UIS,,,,,,Total
Morocco,Out-of-school rate for children of primary school age (administrative data),Female,2017,2.55929,,%,,,,,,,,UIS,,,,,,Total
Morocco,Out-of-school rate for children of primary school age (administrative data),Male,2017,2.25404,,%,,,,,,,,UIS,,,,,,Total
Morocco,Out-of-school rate for children of primary school age (administrative data),Total,2020,0.44712,,%,,,,,,,,UIS,,,,,,Total
Mozambique,Out-of-school rate for children of primary school age (administrative data),Female,2019,3.72295,,%,,,,,,,,UIS,,,,,,Total
Mozambique,Out-of-school rate for children of primary school age (administrative data),Male,2019,1.08763,,%,,,,,,,,UIS,,,,,,Total
Mozambique,Out-of-school rate for children of primary school age (administrative data),Total,2020,0.86715,,%,,,,,,,,UIS,,,,,,Total
Myanmar,Out-of-school rate for children of primary school age (administrative data),Total,2018,1.9472,,%,,,,,,,,UIS,,,,,,Total
Namibia,Out-of-school rate for children of primary school age (administrative data),Total,2019,1.60896,,%,,,,,,,,UIS,,,,,,Total
Nauru,Out-of-school rate for children of primary school age (administrative data),Female,2020,2.87206,,%,,,,,,,,UIS,,,,,,Total
Nauru,Out-of-school rate for children of primary school age (administrative data),Male,2020,5.79897,,%,,,,,,,,UIS,,,,,,Total
Nauru,Out-of-school rate for children of primary school age (administrative data),Total,2020,4.34501,,%,,,,,,,,UIS,,,,,,Total
Nepal,Out-of-school rate for children of primary school age (administrative data),Total,2017,3.52287,,%,,,,,,,,UIS,,,,,,Total
Netherlands,Out-of-school rate for children of primary school age (administrative data),Female,2017,0.53208,,%,,,,,,,,UIS,,,,,,Total
Netherlands,Out-of-school rate for children of primary school age (administrative data),Male,2017,1.38737,,%,,,,,,,,UIS,,,,,,Total
Netherlands,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.4073,,%,,,,,,,,UIS,,,,,,Total
New Zealand,Out-of-school rate for children of primary school age (administrative data),Female,2016,0.57012,,%,,,,,,,,UIS,,,,,,Total
New Zealand,Out-of-school rate for children of primary school age (administrative data),Male,2016,1.32287,,%,,,,,,,,UIS,,,,,,Total
New Zealand,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.00005,,%,,,,,,,,UIS,,,,,,Total
Niger,Out-of-school rate for children of primary school age (administrative data),Female,2019,44.90653,,%,,,,,,,,UIS,,,,,,Total
Niger,Out-of-school rate for children of primary school age (administrative data),Male,2019,37.26941,,%,,,,,,,,UIS,,,,,,Total
Niger,Out-of-school rate for children of primary school age (administrative data),Total,2019,41.02536,,%,,,,,,,,UIS,,,,,,Total
North America,Out-of-school rate for children of primary school age (administrative data),Female,2020,0.41277,,%,,,,,,,,UIS,,,,,,Total
North America,Out-of-school rate for children of primary school age (administrative data),Male,2020,1.35829,,%,,,,,,,,UIS,,,,,,Total
North America,Out-of-school rate for children of primary school age (administrative data),Total,2020,0.89613,,%,,,,,,,,UIS,,,,,,Total
North Macedonia,Out-of-school rate for children of primary school age (administrative data),Female,2018,0.79233,,%,,,,,,,,UIS,,,,,,Total
North Macedonia,Out-of-school rate for children of primary school age (administrative data),Male,2018,0.61029,,%,,,,,,,,UIS,,,,,,Total
North Macedonia,Out-of-school rate for children of primary school age (administrative data),Total,2018,0.6982,,%,,,,,,,,UIS,,,,,,Total
Norway,Out-of-school rate for children of primary school age (administrative data),Female,2014,0.11974,,%,,,,,,,,UIS,,,,,,Total
Norway,Out-of-school rate for children of primary school age (administrative data),Male,2014,0.0459,,%,,,,,,,,UIS,,,,,,Total
Norway,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.00896,,%,,,,,,,,UIS,,,,,,Total
Oman,Out-of-school rate for children of primary school age (administrative data),Total,2020,1.62877,,%,,,,,,,,UIS,,,,,,Total
Palau,Out-of-school rate for children of primary school age (administrative data),Total,2020,3.93049,,%,,,,,,,,UIS,,,,,,Total
Panama,Out-of-school rate for children of primary school age (administrative data),Female,2020,10.61598,,%,,,,,,,,UIS,,,,,,Total
Panama,Out-of-school rate for children of primary school age (administrative data),Male,2020,10.40943,,%,,,,,,,,UIS,,,,,,Total
Panama,Out-of-school rate for children of primary school age (administrative data),Total,2020,10.51048,,%,,,,,,,,UIS,,,,,,Total
Papua New Guinea,Out-of-school rate for children of primary school age (administrative data),Female,2016,10.37539,,%,,,,,,,,UIS,,,,,,Total
Papua New Guinea,Out-of-school rate for children of primary school age (administrative data),Male,2016,4.47794,,%,,,,,,,,UIS,,,,,,Total
Papua New Guinea,Out-of-school rate for children of primary school age (administrative data),Total,2016,7.33083,,%,,,,,,,,UIS,,,,,,Total
Peru,Out-of-school rate for children of primary school age (administrative data),Total,2018,1.41641,,%,,,,,,,,UIS,,,,,,Total
Philippines,Out-of-school rate for children of primary school age (administrative data),Female,2020,3.90376,,%,,,,,,,,UIS,,,,,,Total
Philippines,Out-of-school rate for children of primary school age (administrative data),Male,2020,3.23501,,%,,,,,,,,UIS,,,,,,Total
Philippines,Out-of-school rate for children of primary school age (administrative data),Total,2020,3.56169,,%,,,,,,,,UIS,,,,,,Total
Poland,Out-of-school rate for children of primary school age (administrative data),Female,2019,0.94869,,%,,,,,,,,UIS,,,,,,Total
Poland,Out-of-school rate for children of primary school age (administrative data),Male,2019,1.32671,,%,,,,,,,,UIS,,,,,,Total
Poland,Out-of-school rate for children of primary school age (administrative data),Total,2019,1.1425,,%,,,,,,,,UIS,,,,,,Total
Portugal,Out-of-school rate for children of primary school age (administrative data),Female,2017,1.19776,,%,,,,,,,,UIS,,,,,,Total
Portugal,Out-of-school rate for children of primary school age (administrative data),Male,2017,0.06078,,%,,,,,,,,UIS,,,,,,Total
Portugal,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.35709,,%,,,,,,,,UIS,,,,,,Total
Qatar,Out-of-school rate for children of primary school age (administrative data),Female,2019,0.34761,,%,,,,,,,,UIS,,,,,,Total
Qatar,Out-of-school rate for children of primary school age (administrative data),Male,2019,3.38704,,%,,,,,,,,UIS,,,,,,Total
Qatar,Out-of-school rate for children of primary school age (administrative data),Total,2019,1.91902,,%,,,,,,,,UIS,,,,,,Total
Republic of Korea,Out-of-school rate for children of primary school age (administrative data),Female,2018,0.94547,,%,,,,,,,,UIS,,,,,,Total
Republic of Korea,Out-of-school rate for children of primary school age (administrative data),Male,2018,0.90376,,%,,,,,,,,UIS,,,,,,Total
Republic of Korea,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.00993,,%,,,,,,,,UIS,,,,,,Total
Republic of Moldova,Out-of-school rate for children of primary school age (administrative data),Total,2020,0.79093,,%,,,,,,,,UIS,,,,,,Total
Romania,Out-of-school rate for children of primary school age (administrative data),Female,2019,12.76272,,%,,,,,,,,UIS,,,,,,Total
Romania,Out-of-school rate for children of primary school age (administrative data),Male,2019,12.60757,,%,,,,,,,,UIS,,,,,,Total
Romania,Out-of-school rate for children of primary school age (administrative data),Total,2019,12.68297,,%,,,,,,,,UIS,,,,,,Total
Russian Federation,Out-of-school rate for children of primary school age (administrative data),Female,2016,0.20568,,%,,,,,,,,UIS,,,,,,Total
Russian Federation,Out-of-school rate for children of primary school age (administrative data),Male,2016,0.96317,,%,,,,,,,,UIS,,,,,,Total
Russian Federation,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.07131,,%,,,,,,,,UIS,,,,,,Total
Rwanda,Out-of-school rate for children of primary school age (administrative data),Female,2019,6.19648,,%,,,,,,,,UIS,,,,,,Total
Rwanda,Out-of-school rate for children of primary school age (administrative data),Male,2019,6.48784,,%,,,,,,,,UIS,,,,,,Total
Rwanda,Out-of-school rate for children of primary school age (administrative data),Total,2019,6.34215,,%,,,,,,,,UIS,,,,,,Total
Saint Kitts and Nevis,Out-of-school rate for children of primary school age (administrative data),Total,2016,1.0811,,%,,,,,,,,UIS,,,,,,Total
Saint Lucia,Out-of-school rate for children of primary school age (administrative data),Female,2020,0.58247,,%,,,,,,,,UIS,,,,,,Total
Saint Lucia,Out-of-school rate for children of primary school age (administrative data),Male,2020,5.83989,,%,,,,,,,,UIS,,,,,,Total
Saint Lucia,Out-of-school rate for children of primary school age (administrative data),Total,2020,3.24603,,%,,,,,,,,UIS,,,,,,Total
Saint Vincent and the Grenadines,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.36232,,%,,,,,,,,UIS,,,,,,Total
Samoa,Out-of-school rate for children of primary school age (administrative data),Total,2018,1.28989,,%,,,,,,,,UIS,,,,,,Total
San Marino,Out-of-school rate for children of primary school age (administrative data),Female,2020,5.07426,,%,,,,,,,,UIS,,,,,,Total
San Marino,Out-of-school rate for children of primary school age (administrative data),Male,2020,2.45041,,%,,,,,,,,UIS,,,,,,Total
San Marino,Out-of-school rate for children of primary school age (administrative data),Total,2020,3.72372,,%,,,,,,,,UIS,,,,,,Total
Sao Tome and Principe,Out-of-school rate for children of primary school age (administrative data),Female,2017,6.01822,,%,,,,,,,,UIS,,,,,,Total
Sao Tome and Principe,Out-of-school rate for children of primary school age (administrative data),Male,2017,6.04768,,%,,,,,,,,UIS,,,,,,Total
Sao Tome and Principe,Out-of-school rate for children of primary school age (administrative data),Total,2017,6.0331,,%,,,,,,,,UIS,,,,,,Total
Saudi Arabia,Out-of-school rate for children of primary school age (administrative data),Female,2020,4.96755,,%,,,,,,,,UIS,,,,,,Total
Saudi Arabia,Out-of-school rate for children of primary school age (administrative data),Male,2020,5.37743,,%,,,,,,,,UIS,,,,,,Total
Saudi Arabia,Out-of-school rate for children of primary school age (administrative data),Total,2020,5.17592,,%,,,,,,,,UIS,,,,,,Total
Senegal,Out-of-school rate for children of primary school age (administrative data),Female,2020,19.49477,,%,,,,,,,,UIS,,,,,,Total
Senegal,Out-of-school rate for children of primary school age (administrative data),Male,2020,29.66561,,%,,,,,,,,UIS,,,,,,Total
Senegal,Out-of-school rate for children of primary school age (administrative data),Total,2020,24.64498,,%,,,,,,,,UIS,,,,,,Total
Serbia,Out-of-school rate for children of primary school age (administrative data),Female,2020,2.914,,%,,,,,,,,UIS,,,,,,Total
Serbia,Out-of-school rate for children of primary school age (administrative data),Male,2020,2.87314,,%,,,,,,,,UIS,,,,,,Total
Serbia,Out-of-school rate for children of primary school age (administrative data),Total,2020,2.89295,,%,,,,,,,,UIS,,,,,,Total
Seychelles,Out-of-school rate for children of primary school age (administrative data),Female,2019,14.12044,,%,,,,,,,,UIS,,,,,,Total
Seychelles,Out-of-school rate for children of primary school age (administrative data),Male,2019,2.32481,,%,,,,,,,,UIS,,,,,,Total
Seychelles,Out-of-school rate for children of primary school age (administrative data),Total,2020,1.43445,,%,,,,,,,,UIS,,,,,,Total
Sierra Leone,Out-of-school rate for children of primary school age (administrative data),Female,2015,1.5445,,%,,,,,,,,UIS,,,,,,Total
Sierra Leone,Out-of-school rate for children of primary school age (administrative data),Male,2015,1.74216,,%,,,,,,,,UIS,,,,,,Total
Sierra Leone,Out-of-school rate for children of primary school age (administrative data),Total,2016,0.511,,%,,,,,,,,UIS,,,,,,Total
Singapore,Out-of-school rate for children of primary school age (administrative data),Female,2018,0.1318,,%,,,,,,,,UIS,,,,,,Total
Singapore,Out-of-school rate for children of primary school age (administrative data),Male,2018,0.27363,,%,,,,,,,,UIS,,,,,,Total
Singapore,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.10108,,%,,,,,,,,UIS,,,,,,Total
Slovakia,Out-of-school rate for children of primary school age (administrative data),Female,2019,3.30093,,%,,,,,,,,UIS,,,,,,Total
Slovakia,Out-of-school rate for children of primary school age (administrative data),Male,2019,3.27669,,%,,,,,,,,UIS,,,,,,Total
Slovakia,Out-of-school rate for children of primary school age (administrative data),Total,2019,3.28853,,%,,,,,,,,UIS,,,,,,Total
Slovenia,Out-of-school rate for children of primary school age (administrative data),Female,2014,0.38165,,%,,,,,,,,UIS,,,,,,Total
Slovenia,Out-of-school rate for children of primary school age (administrative data),Male,2014,1.19004,,%,,,,,,,,UIS,,,,,,Total
Slovenia,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.10858,,%,,,,,,,,UIS,,,,,,Total
Solomon Islands,Out-of-school rate for children of primary school age (administrative data),Female,2019,4.12852,,%,,,,,,,,UIS,,,,,,Total
Solomon Islands,Out-of-school rate for children of primary school age (administrative data),Male,2019,9.00979,,%,,,,,,,,UIS,,,,,,Total
Solomon Islands,Out-of-school rate for children of primary school age (administrative data),Total,2019,6.64771,,%,,,,,,,,UIS,,,,,,Total
South Africa,Out-of-school rate for children of primary school age (administrative data),Female,2019,9.80954,,%,,,,,,,,UIS,,,,,,Total
South Africa,Out-of-school rate for children of primary school age (administrative data),Male,2019,11.74443,,%,,,,,,,,UIS,,,,,,Total
South Africa,Out-of-school rate for children of primary school age (administrative data),Total,2019,10.78704,,%,,,,,,,,UIS,,,,,,Total
South Asia,Out-of-school rate for children of primary school age (administrative data),Female,2020,9.16156,,%,,,,,,,,UIS,,,,,,Total
South Asia,Out-of-school rate for children of primary school age (administrative data),Male,2020,8.51477,,%,,,,,,,,UIS,,,,,,Total
South Asia,Out-of-school rate for children of primary school age (administrative data),Total,2020,8.82431,,%,,,,,,,,UIS,,,,,,Total
South Sudan,Out-of-school rate for children of primary school age (administrative data),Female,2015,67.2605,,%,,,,,,,,UIS,,,,,,Total
South Sudan,Out-of-school rate for children of primary school age (administrative data),Male,2015,57.57169,,%,,,,,,,,UIS,,,,,,Total
South Sudan,Out-of-school rate for children of primary school age (administrative data),Total,2015,62.35948,,%,,,,,,,,UIS,,,,,,Total
Spain,Out-of-school rate for children of primary school age (administrative data),Female,2019,2.58401,,%,,,,,,,,UIS,,,,,,Total
Spain,Out-of-school rate for children of primary school age (administrative data),Male,2019,3.00268,,%,,,,,,,,UIS,,,,,,Total
Spain,Out-of-school rate for children of primary school age (administrative data),Total,2019,2.80019,,%,,,,,,,,UIS,,,,,,Total
Sri Lanka,Out-of-school rate for children of primary school age (administrative data),Female,2014,3.47033,,%,,,,,,,,UIS,,,,,,Total
Sri Lanka,Out-of-school rate for children of primary school age (administrative data),Male,2014,1.69921,,%,,,,,,,,UIS,,,,,,Total
Sri Lanka,Out-of-school rate for children of primary school age (administrative data),Total,2018,0.53962,,%,,,,,,,,UIS,,,,,,Total
State of Palestine,Out-of-school rate for children of primary school age (administrative data),Female,2020,4.85802,,%,,,,,,,,UIS,,,,,,Total
State of Palestine,Out-of-school rate for children of primary school age (administrative data),Male,2020,4.57118,,%,,,,,,,,UIS,,,,,,Total
State of Palestine,Out-of-school rate for children of primary school age (administrative data),Total,2020,4.7114,,%,,,,,,,,UIS,,,,,,Total
Sub-Saharan Africa,Out-of-school rate for children of primary school age (administrative data),Female,2020,22.04973,,%,,,,,,,,UIS,,,,,,Total
Sub-Saharan Africa,Out-of-school rate for children of primary school age (administrative data),Male,2020,18.04452,,%,,,,,,,,UIS,,,,,,Total
Sub-Saharan Africa,Out-of-school rate for children of primary school age (administrative data),Total,2020,20.02387,,%,,,,,,,,UIS,,,,,,Total
Sudan,Out-of-school rate for children of primary school age (administrative data),Female,2018,35.27231,,%,,,,,,,,UIS,,,,,,Total
Sudan,Out-of-school rate for children of primary school age (administrative data),Male,2018,30.52712,,%,,,,,,,,UIS,,,,,,Total
Sudan,Out-of-school rate for children of primary school age (administrative data),Total,2018,32.8676,,%,,,,,,,,UIS,,,,,,Total
Suriname,Out-of-school rate for children of primary school age (administrative data),Female,2020,10.16859,,%,,,,,,,,UIS,,,,,,Total
Suriname,Out-of-school rate for children of primary school age (administrative data),Male,2020,13.25955,,%,,,,,,,,UIS,,,,,,Total
Suriname,Out-of-school rate for children of primary school age (administrative data),Total,2020,11.7695,,%,,,,,,,,UIS,,,,,,Total
Sweden,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.12493,,%,,,,,,,,UIS,,,,,,Total
Switzerland,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.08485,,%,,,,,,,,UIS,,,,,,Total
Tajikistan,Out-of-school rate for children of primary school age (administrative data),Female,2016,2.48817,,%,,,,,,,,UIS,,,,,,Total
Tajikistan,Out-of-school rate for children of primary school age (administrative data),Male,2016,1.25099,,%,,,,,,,,UIS,,,,,,Total
Tajikistan,Out-of-school rate for children of primary school age (administrative data),Total,2017,0.54687,,%,,,,,,,,UIS,,,,,,Total
Timor-Leste,Out-of-school rate for children of primary school age (administrative data),Female,2019,3.02567,,%,,,,,,,,UIS,,,,,,Total
Timor-Leste,Out-of-school rate for children of primary school age (administrative data),Male,2019,6.71849,,%,,,,,,,,UIS,,,,,,Total
Timor-Leste,Out-of-school rate for children of primary school age (administrative data),Total,2019,4.9043,,%,,,,,,,,UIS,,,,,,Total
Togo,Out-of-school rate for children of primary school age (administrative data),Female,2019,4.03906,,%,,,,,,,,UIS,,,,,,Total
Togo,Out-of-school rate for children of primary school age (administrative data),Male,2019,2.2545,,%,,,,,,,,UIS,,,,,,Total
Togo,Out-of-school rate for children of primary school age (administrative data),Total,2020,1.21733,,%,,,,,,,,UIS,,,,,,Total
Tonga,Out-of-school rate for children of primary school age (administrative data),Total,2020,0.63236,,%,,,,,,,,UIS,,,,,,Total
Turks and Caicos Islands,Out-of-school rate for children of primary school age (administrative data),Female,2017,8.64353,,%,,,,,,,,UIS,,,,,,Total
Turks and Caicos Islands,Out-of-school rate for children of primary school age (administrative data),Male,2017,9.46924,,%,,,,,,,,UIS,,,,,,Total
Turks and Caicos Islands,Out-of-school rate for children of primary school age (administrative data),Total,2018,13.21677,,%,,,,,,,,UIS,,,,,,Total
Tuvalu,Out-of-school rate for children of primary school age (administrative data),Female,2020,16.36126,,%,,,,,,,,UIS,,,,,,Total
Tuvalu,Out-of-school rate for children of primary school age (administrative data),Male,2020,18.43088,,%,,,,,,,,UIS,,,,,,Total
Tuvalu,Out-of-school rate for children of primary school age (administrative data),Total,2020,17.42183,,%,,,,,,,,UIS,,,,,,Total
Türkiye,Out-of-school rate for children of primary school age (administrative data),Female,2019,5.02673,,%,,,,,,,,UIS,,,,,,Total
Türkiye,Out-of-school rate for children of primary school age (administrative data),Male,2019,4.54793,,%,,,,,,,,UIS,,,,,,Total
Türkiye,Out-of-school rate for children of primary school age (administrative data),Total,2019,4.78203,,%,,,,,,,,UIS,,,,,,Total
Uganda,Out-of-school rate for children of primary school age (administrative data),Female,2017,12.21721,,%,,,,,,,,UIS,,,,,,Total
Uganda,Out-of-school rate for children of primary school age (administrative data),Male,2017,15.56616,,%,,,,,,,,UIS,,,,,,Total
Uganda,Out-of-school rate for children of primary school age (administrative data),Total,2017,13.90533,,%,,,,,,,,UIS,,,,,,Total
Ukraine,Out-of-school rate for children of primary school age (administrative data),Female,2014,7.0116,,%,,,,,,,,UIS,,,,,,Total
Ukraine,Out-of-school rate for children of primary school age (administrative data),Male,2014,8.94796,,%,,,,,,,,UIS,,,,,,Total
Ukraine,Out-of-school rate for children of primary school age (administrative data),Total,2014,8.00895,,%,,,,,,,,UIS,,,,,,Total
United Arab Emirates,Out-of-school rate for children of primary school age (administrative data),Total,2020,0.23628,,%,,,,,,,,UIS,,,,,,Total
United Kingdom,Out-of-school rate for children of primary school age (administrative data),Female,2019,1.26062,,%,,,,,,,,UIS,,,,,,Total
United Kingdom,Out-of-school rate for children of primary school age (administrative data),Male,2019,1.01352,,%,,,,,,,,UIS,,,,,,Total
United Kingdom,Out-of-school rate for children of primary school age (administrative data),Total,2019,1.13423,,%,,,,,,,,UIS,,,,,,Total
United Republic of Tanzania,Out-of-school rate for children of primary school age (administrative data),Female,2020,14.51359,,%,,,,,,,,UIS,,,,,,Total
United Republic of Tanzania,Out-of-school rate for children of primary school age (administrative data),Male,2020,17.60916,,%,,,,,,,,UIS,,,,,,Total
United Republic of Tanzania,Out-of-school rate for children of primary school age (administrative data),Total,2020,16.07893,,%,,,,,,,,UIS,,,,,,Total
United States,Out-of-school rate for children of primary school age (administrative data),Female,2019,0.84899,,%,,,,,,,,UIS,,,,,,Total
United States,Out-of-school rate for children of primary school age (administrative data),Male,2019,0.98131,,%,,,,,,,,UIS,,,,,,Total
